example_id,label,id,article_id,statement,qa_answer
TN-16,B,Luật Cư trú,33,"Điều nào sau đây không thuộc trách nhiệm của cơ quan đăng ký cư trú? A: Xác nhận thông tin về cư trú, thông báo về kết quả thực hiện các thủ tục đăng ký thường trú, đăng ký tạm trú, gia hạn tạm trú, khai báo thông tin, điều chỉnh thông tin về cư trú, tách hộ, khai báo tạm vắng dưới hình thức văn bản, tin nhắn điện tử hoặc hình thức khác theo quy định của Bộ trưởng Bộ Công an, B: Ban hành, in ấn và quản lý tờ khai thay đổi thông tin cư trú và các giấy tờ, tài liệu, biểu mẫu, sổ sách về cư trú, D: Cập nhật thông tin về cư trú của công dân vào Cơ sở dữ liệu quốc gia về dân cư, Cơ sở dữ liệu về cư trú, D: Quản lý, lưu trữ hồ sơ, giấy tờ, tài liệu về đăng ký, quản lý cư trú và bảo mật thông tin về đăng ký cư trú của công dân.","
Ví dụ:
Trích lại điều luật: Điều 28 Luật Cư trú
Đưa ra suy luận của bạn: Theo Điều 28 Luật Cư trú, cơ quan đăng ký cư trú có trách nhiệm gia hạn tạm trú cho công dân.
kết luận: Dựa trên Điều 28 Luật Cư trú, ban hành, in ấn và quản lý tờ khai thay đổi thông tin cư trú và các giấy tờ, tài liệu, biểu mẫu, sổ sách về cư trú không thuộc trách nhiệm của cơ quan đăng ký cư trú. "
TN-17,D,Luật Điện ảnh,27,Đơn vị nào có thẩm quyền cấp giấy phép phân loại phim?,"
Ví dụ:
Trích lại điều luật: Điều 27 Luật Điện ảnh: 2. Giấy phép phân loại phim do Bộ Văn hóa, Thể thao và Du lịch, Ủy ban nhân dân cấp tỉnh cấp có giá trị trong toàn quốc.
Suy luận: Dựa vào điều luật đã nêu, chúng ta biết rằng cả Bộ Văn hóa, Thể thao và Du lịch lẫn Ủy ban nhân dân cấp tỉnh đều có thẩm quyền cấp Giấy phép phân loại phim.
Kết luận: Đúng vậy, đơn vị có thẩm quyền cấp giấy phép phân loại phim chính là Bộ Văn hóa, Thể thao và Du lịch cũng như Ủy ban nhân dân cấp tỉnh. "
TN-18,C,Luật Hôn nhân và gia đình,82,"Đâu không phải là nghĩa vụ, quyền của cha, mẹ không trực tiếp nuôi con sau khi ly hôn","
Ví dụ:
Trích lại điều luật: Điều 82 Luật Hôn nhân và gia đình: text: Nghĩa vụ, quyền của cha, mẹ không trực tiếp nuôi con sau khi ly hôn
1. Cha, mẹ không trực tiếp nuôi con có nghĩa vụ tôn trọng quyền của con được sống chung với người trực tiếp nuôi.

Đưa ra suy luận của bạn: Theo Điều 82 Luật Hôn nhân và Gia đình, cha, mẹ không trực tiếp nuôi con có nghĩa vụ tôn trọng quyền của con được sống chung với người trực tiếp nuôi.
kết luận: Đúng, đây là một nghĩa vụ và quyền của cha, mẹ không trực tiếp nuôi con sau khi ly hôn. "
TN-19,D,Luật Trọng tài thương mại,5,Điều kiện để giải quyết tranh chấp bằng trọng tài là gì?,"
Ví dụ:
Trích lại điều luật: Điều 3 Luật Trọng tài thương mại: 5. Trọng tài viên là người được các bên lựa chọn hoặc được Trung tâm trọng tài hoặc Tòa án chỉ định để giải quyết tranh chấp theo quy định của Luật này.
Suy luận: Các bên có thể lựa chọn trọng tài viên hoặc họ cũng có thể được chỉ định bởi trung tâm trọng tài hoặc tòa án.
Kết luận: Để giải quyết tranh chấp bằng trọng tài, cần có sự lựa chọn của các bên đối với trọng tài viên hoặc chỉ định bởi trung tâm trọng tài hoặc tòa án. "
TN-20,B,Luật Trọng tài thương mại,9,"Trong tố tụng trọng tài, các bên có thể thương lượng, hòa giải với nhau như thế nào?","
Ví dụ:
Trích lại điều luật: Điều 9 Luật Trọng tài thương mại: Trong quá trình tố tụng trọng tài, các bên có quyền tự do thương lượng, thỏa thuận với nhau về việc giải quyết tranh chấp hoặc yêu cầu Hội đồng trọng tài hòa giải để các bên thỏa thuận với nhau về việc giải quyết tranh chấp.
Đưa ra suy luận của bạn: Các bên có thể thương lượng, hòa giải với nhau trong tố tụng trọng tài bằng cách thảo luận về vấn đề đang tranh chấp và cố gắng đạt được một giải pháp mà cả hai đều hài lòng. Họ cũng có thể nhờ đến sự giúp đỡ của Hội đồng trọng tài để hỗ trợ họ trong nỗ lực hòa giải.
kết luận: Có, trong tố tụng trọng tài, các bên có thể thương lượng, hòa giải với nhau bằng cách thảo luận về vấn đề đang tranh chấp và cố gắng đạt được một giải pháp mà cả hai đều hài lòng, và họ cũng có thể nhờ"
TN-21,A,Luật Cư trú,25,"Thời hạn cơ quan đăng ký cư trú thẩm định, cập nhật thông tin về hộ gia đình liên quan đến việc tách hộ vào Cơ sở dữ liệu về cư trú là bao lâu kể từ ngày nhận được hồ sơ đầy đủ và hợp lệ?","
Ví dụ:
Trích lại điều luật: Điều 25 Luật Cư trú: b) Trong thời hạn 05 ngày làm việc kể từ ngày nhận được hồ sơ đầy đủ và hợp lệ, cơ quan đăng ký cư trú có trách nhiệm thẩm định, cập nhật thông tin về hộ gia đình liên quan đến việc tách hộ vào Cơ sở dữ liệu về cư trú và thông báo cho người đăng ký về việc đã cập nhật thông tin; trường hợp từ chối giải quyết tách hộ thì phải trả lời bằng văn bản và nêu rõ lý do.
Đưa ra suy luận của bạn: Dựa theo Điều 25 Luật Cư trú, thời hạn cơ quan đăng ký cư trú thẩm định, cập nhật thông tin về hộ gia đình liên quan đến việc tách hộ vào Cơ sở dữ liệu về cư trú là 05 ngày làm việc kể từ ngày nhận được hồ sơ đầy đủ và hợp lệ.
kết luận: Đúng vậy, dựa trên Điều 25"
TN-22,B,Luật Hôn nhân và gia đình,71,"Cha mẹ KHÔNG có nghĩa vụ cùng nhau chăm sóc, nuôi dưỡng con khi nào ","
Ví dụ:
Trích lại điều luật: Điều 71 Luật Hôn nhân và gia đình: 2. Con có nghĩa vụ và quyền chăm sóc, nuôi dưỡng cha mẹ, đặc biệt khi cha mẹ mất năng lực hành vi dân sự, ốm đau, già yếu, khuyết tật; trường hợp gia đình có nhiều con thì các con phải cùng nhau chăm sóc, nuôi dưỡng cha mẹ.
Đưa ra suy luận của bạn: Dựa vào điều luật này, chúng ta biết rằng con cái có nghĩa vụ chăm sóc, nuôi dưỡng cha mẹ khi họ gặp vấn đề sức khỏe như mất năng lực hành vi dân sự, ốm đau, già yếu, khuyết tật.
kết luận: Câu nói ""Cha mẹ KHÔNG có nghĩa vụ cùng nhau chăm sóc, nuôi dưỡng con"" là sai dựa trên thông tin được cung cấp bởi điều luật. "
TN-23,A,"Luật Phòng, chống ma túy",2,Cây có chứa chất ma túy là cây gì?,"
Ví dụ:
Trích lại điều luật: Điều 2 Luật Phòng, chống ma túy: 6. Cây có chứa chất ma túy là cây thuốc phiện, cây côca, cây cần sa và các loại cây khác có chứa chất ma túy do Chính phủ quy định.
Đưa ra suy luận của bạn: Theo Điều 2 Luật Phòng, chống ma túy, cây có chứa chất ma túy là cây thuốc phiện, cây côca, cây cần sa và các loại cây khác có chứa chất ma túy do Chính phủ quy định.
kết luận: Đúng, theo Điều 2 Luật Phòng, chống ma túy thì cây có chứa chất ma túy là cây thuốc phiện, cây côca, cây cần sa và các loại cây khác có chứa chất ma túy do Chính phủ quy định. "
TN-24,D,Luật Trọng tài thương mại,14,Điều nào dưới đây nằm trong luật áp dụng giải quyết tranh chấp được quy định trong Luật Trọng tài thương mại?,"
Ví dụ:
Trích lại điều luật: Điều 14 Luật Trọng tài thương mại: text: Luật áp dụng giải quyết tranh chấp

Đưa ra suy luận của bạn: Dựa vào điều khoản này, chúng ta biết rằng đối với tranh chấp không có yếu tố nước ngoài, Hội đồng trọng tài sẽ áp dụng pháp luật Việt Nam để giải quyết tranh chấp.
kết luận: Đúng, Điều 14 Luật Trọng tài thương mại đề cập đến luật áp dụng giải quyết tranh chấp. "
TN-25,A,Luật Trọng tài thương mại,18,Trong trường hợp nào thỏa thuận trọng tài bị vô hiệu?,"
Ví dụ:
Trích lại điều luật: Điều 18 Luật Trọng tài thương mại: 5. Một trong các bên bị lừa dối, đe doạ, cưỡng ép trong quá trình xác lập thoả thuận trọng tài và có yêu cầu tuyên bố thoả thuận trọng tài đó là vô hiệu.
Đưa ra suy luận của bạn: Nếu một trong hai bên bị lừa dối, đe dọa hoặc cưỡng ép trong quá trình xác lập thỏa thuận trọng tài, họ có thể yêu cầu tuyên bố thỏa thuận trọng tài vô hiệu.
kết luận: Theo Điều 18 Luật Trọng tài thương mại, nếu một trong các bên bị lừa dối, đe doạ hoặc cưỡng ép trong quá trình xác lập thỏa thuận trọng tài, họ có thể yêu cầu tuyên bố thỏa thuận trọng tài vô hiệu. "
TN-26,A,Luật Trọng tài thương mại,19,Thỏa thuận trọng tài có độc lập với hợp đồng hay không?,"
Ví dụ:
Trích lại điều luật: Điều 19 Luật Trọng tài thương mại: text: Tính độc lập của thoả thuận trọng tài

Đưa ra suy luận của bạn: Theo điều này, thoả thuận trọng tài hoàn toàn độc lập với hợp đồng.
kết luận: Có, thoả thuận trọng tài có tính độc lập với hợp đồng. "
TN-27,B,"Luật Phòng, chống ma túy",2,Chất hướng thần được định nghĩa là gì?,"
Ví dụ:
Trích lại điều luật: Điều 2 Luật Phòng, chống ma túy: text: Giải thích từ ngữ

Suy luận: Trong Luật này, các từ ngữ dưới đây được hiểu như sau;

Kết luận: Theo Điều 2 Luật Phòng, chống ma túy, chất hướng thần được định nghĩa là ""chất kích thích hoặc ức chế thần kinh hoặc gây ảo giác, nếu sử dụng nhiều lần có thể dẫn tới tình trạng nghiện đối với người sử dụng."" "
TN-28,B,Luật Du lịch,50,Hồ sơ đăng ký công nhận hạng cơ sở lưu trú du lịch không bao gồm?,"
Ví dụ:
Trích lại điều luật: Điều 50 Luật Du lịch: a) Bộ trưởng Bộ Văn hóa, Thể thao và Du lịch ban hành Quy chế công nhận hạng cơ sở lưu trú du lịch.
Suy luận: Theo Điều 50 Luật Du lịch, Bộ trưởng Bộ Văn hóa, Thể thao và Du lịch chịu trách nhiệm ban hành Quy chế công nhận hạng cơ sở lưu trú du lịch.
Kết luận: Dựa trên thông tin này, hồ sơ đăng ký công nhận hạng cơ sở lưu trú du lịch không bao gồm việc ban hành Quy chế công nhận hạng cơ sở lưu trú du lịch bởi Bộ trưởng Bộ Văn hóa, Thể thao và Du lịch. "
TN-29,C,Luật Viên chức,29,Trong trường hợp nào thì đơn vị sự nghiệp công lập được đơn phương chấm dứt hợp đồng lao động đối với viên chức?,"
Ví dụ:
Trích lại điều luật: Điều 29 Luật Viên chức: 1. Đơn vị sự nghiệp công lập được đơn phương chấm dứt hợp đồng làm việc với viên chức trong các trường hợp sau:
Suy luận: Theo điều luật này, đơn vị sự nghiệp công lập có thể chấm dứt hợp đồng làm việc với viên chức nếu họ thuộc một trong hai trường hợp nêu tại khoản 1.
Kết luận: Đúng, đơn vị sự nghiệp công lập có thể đơn phương chấm dứt hợp đồng lao động với viên chức trong các trường hợp đã đề cập đến tại Khoản 1 Điều 29 Luật Viên chức. "
TN-30,D,Luật Du lịch,72,Nguyên tắc hoạt động của Quỹ hỗ trợ phát triển du lịch không bao gồm điều nào dưới đây?,"
Ví dụ:
Trích lại điều luật: Điều 70 Luật Du lịch: 2. Quỹ hỗ trợ phát triển du lịch được miễn nộp thuế và các khoản nộp ngân sách nhà nước theo quy định của pháp luật.
Suy luận: Theo Điều 70 Luật Du lịch, nguyên tắc hoạt động của Quỹ hỗ trợ phát triển du lịch bao gồm việc được miễn nộp thuế và các khoản nộp ngân sách nhà nước.
Kết luận: Đúng, nguyên tắc hoạt động của Quỹ hỗ trợ phát triển du lịch bao gồm việc được miễn nộp thuế và các khoản nộp ngân sách nhà nước. "
TN-31,D,Luật Điện ảnh,31,"Đơn vị nào có thẩm quyền thành lập hội đồng thẩm định, phân loại phim?","
Ví dụ:
Trích lại điều luật: Điều 31 Luật Điện ảnh: 2. Hội đồng thẩm định, phân loại phim có trách nhiệm tư vấn cho cơ quan nhà nước có thẩm quyền trước khi cấp Giấy phép phân loại phim, Quyết định phát sóng. Thành phần của Hội đồng thẩm định, phân loại phim bao gồm nhà chuyên môn điện ảnh, chuyên gia, nhà quản lý thuộc các lĩnh vực liên quan, bảo đảm nguyên tắc bình đẳng giới
Suy luận: Dựa vào điều khoản này, chúng ta biết rằng Hội đồng thẩm định, phân loại phim chịu trách nhiệm tư vấn cho cơ quan nhà nước có thẩm quyền trước khi cấp giấy phép phân loại phim hoặc quyết định phát sóng.
Kết luận: Đúng, đơn vị có thẩm quyền thành lập hội đồng thẩm định, phân loại phim là cơ quan nhà nước có thẩm quyền theo quy định tại Điều 31 Luật Điện ảnh. "
TN-32,C,Luật Điện ảnh,43,Quỹ hỗ trợ phát triển điện ảnh có mục đích gì?,"
Ví dụ:
Trích lại điều luật: Điều 43 Luật Điện ảnh: text: Mục đích của Quỹ hỗ trợ phát triển điện ảnh
Suy luận: Mục đích của Quỹ hỗ trợ phát triển điện ảnh là cung cấp hỗ trợ cho các dự án sản xuất phim thử nghiệm, phim đầu tay và phim của tác giả trẻ.
Kết luận: Mục đích của Quỹ hỗ trợ phát triển điện ảnh là hỗ trợ các dự án sản xuất phim thử nghiệm, phim đầu tay và phim của tác giả trẻ. "
TN-33,B,Luật Du lịch,75,"Theo Luật Du Lịch về trách nhiệm quản lý nhà nước về du lịch, ủy ban nhân dân các cấp không có nhiệm vụ, quyền hạn nào sau đây? A: Tổ chức tiếp nhận và giải quyết kiến nghị của khách du lịch; B: Lợi dụng hoạt động du lịch để đưa người từ Việt Nam ra nước ngoài hoặc từ nước ngoài vào Việt Nam trái pháp luật; C: Quản lý tài nguyên du lịch, khu du lịch, điểm du lịch, hoạt động kinh doanh du lịch và hướng dẫn du lịch trên địa bàn; D:Tuyên truyền, nâng cao nhận thức của người dân để bảo đảm môi trường du lịch thân thiện, lành mạnh và văn minh","
Câu trả lời: Trích lại điều luật: Điều 48 Luật Du lịch: text: Trách nhiệm của Ủy ban nhân dân các cấp
Luật này quy định về tài nguyên du lịch, phát triển sản phẩm du lịch và hoạt động du lịch; quyền, nghĩa vụ của khách du lịch, tổ chức, cá nhân kinh doanh du lịch, cơ quan, tổ chức, cá nhân khác, cộng đồng dân cư có hoạt động liên quan đến du lịch; quản lý nhà nước về du lịch.

Suy luận: Dựa trên Điều 48 Luật Du lịch, ủy ban nhân dân các cấp chịu trách nhiệm quản lý nhà nước về du lịch trên địa bàn. Tuy nhiên, không có đề cập cụ thể về việc họ phải tổ chức tiếp nhận và giải quyết kiến nghị của khách du lịch, lợi dụng hoạt động du lịch để đưa người từ Việt Nam ra nước ngoài hoặc từ nước ngoài vào Việt Nam trái pháp luật, quản lý tài nguyên du"
TN-34,B,Luật Trọng tài thương mại,22,Hiệp hội trọng tài là gì?,"
Ví dụ:
Trích lại điều luật: Điều 22 Luật Trọng tài thương mại: text: Hiệp hội trọng tài
Suy luận: Hiệp hội trọng tài là một tổ chức xã hội-nghề nghiệp của Trọng tài viên và Trung tâm trọng tài trong phạm vi cả nước.
Kết luận: Hiệp hội trọng tài là một tổ chức tập hợp các Trọng tài viên và Trung tâm trọng tài để thúc đẩy việc sử dụng phương thức giải quyết tranh chấp bằng Trọng tài. "
TN-35,D,Luật Hôn nhân và gia đình,5,"Hành vi nào sau đây bị cấm?A: Cưỡng ép ly hôn, lừa dối ly hôn, cản trở ly hôn; B: Yêu sách của cải trong kết hôn; C: Thực hiện sinh con bằng kỹ thuật hỗ trợ sinh sản vì mục đích thương mại, D: cả 3 phương án đều đúng","
Ví dụ:
Trích lại điều luật: Điều 5 Luật Hôn nhân và gia đình: d) Yêu sách của cải trong kết hôn;
Đưa ra suy luận của bạn: Theo điều luật này, yêu sách của cải trong kết hôn là hợp pháp.
kết luận: Câu A (Yêu sách của cải trong kết hôn) là đúng.

Trích lại điều luật: Điều 51 Luật Hôn nhân và gia đình: 2. Cha, mẹ, người thân thích khác có quyền yêu cầu Tòa án giải quyết ly hôn khi một bên vợ, chồng do bị bệnh tâm thần hoặc mắc bệnh khác mà không thể nhận thức, làm chủ được hành vi của mình, đồng thời là nạn nhân của bạo lực gia đình do chồng, vợ của họ gây ra làm ảnh hưởng nghiêm trọng đến tính mạng, sức khỏe, tinh thần của họ.
Đưa ra suy luận của bạn: Theo điều luật này, cha mẹ có thể yêu"
TN-36,D,"Luật Phòng, chống ma túy",35,Cơ sở cai nghiện ma túy công lập phải bố trí các khu gì?,"
Ví dụ:
Trích lại điều luật: Điều 42 Luật Phòng, chống ma túy
Suy luận: Theo Điều 42 Luật Phòng, chống ma túy, cơ sở cai nghiện ma túy công lập có trách nhiệm phối hợp với cơ quan, người có thẩm quyền trong việc lập hồ sơ áp dụng biện pháp cai nghiện ma túy bắt buộc.
Kết luận: Có, cơ sở cai nghiện ma túy công lập phải bố trí các khu vực dành riêng cho mục đích này. "
TN-37,C,Luật Cư trú,20,"Trường hợp nào sau đây không được đăng ký thường trú tại cơ sở tín ngưỡng, cơ sở tôn giáo có công trình phụ trợ là nhà ở?","
Ví dụ:
Trích lại điều luật: Điều 20 Luật Cư trú: 4. Công dân được đăng ký thường trú tại cơ sở tín ngưỡng, cơ sở tôn giáo có công trình phụ trợ là nhà ở khi thuộc một trong các trường hợp sau đây:
Suy luận: Người sử dụng lao động phải chứng minh rằng họ đang làm việc cho tổ chức tôn giáo hoặc cơ sở tín ngưỡng.
Kết luận: Không, người sử dụng lao động không cần phải chứng minh rằng họ đang làm việc cho tổ chức tôn giáo hoặc cơ sở tín ngưỡng để đăng ký thường trú tại cơ sở tín ngưỡng, cơ sở tôn giáo có công trình phụ trợ là nhà ở. "
TN-38,C,Luật Giáo dục,36,Mục tiêu của giáo dục nghề nghiệp là gì?,"
Ví dụ:
Trích lại điều luật: Điều 36 Luật Giáo dục: Giáo dục nghề nghiệp nhằm đào tạo nhân lực trực tiếp cho sản xuất, kinh doanh và dịch vụ, có năng lực hành nghề tương ứng với trình độ đào tạo; có đạo đức, sức khỏe; có trách nhiệm nghề nghiệp; có khả năng sáng tạo, thích ứng với môi trường hội nhập quốc tế; bảo đảm nâng cao năng suất, chất lượng lao động; tạo điều kiện cho người học sau khi hoàn thành khóa học có khả năng tìm việc làm, tự tạo việc làm hoặc học trình độ cao hơn.
Đưa ra suy luận của bạn: Dựa vào điều luật đã nêu, mục tiêu chính của giáo dục nghề nghiệp là cung cấp cho sinh viên những kỹ năng thực tế mà họ có thể sử dụng ngay lập tức trong công việc, nhấn mạnh vào sự phát triển cá nhân và xã hội cũng như tăng cường tính di động trong thị trường lao động.
"
TN-39,C,Luật Giáo dục,42,"Nhiệm vụ của giáo dục thường xuyên là gì? A: Thực hiện xóa mù chữ cho người trong độ tuổi theo quy định của pháp luật, B:Tạo cơ hội cho người có nhu cầu học tập nâng cao trình độ học vấn; C: Cả A, B đều đúng; D: Cả A, B đều sai","
Câu trả lời: Trích lại điều luật: Điều 42 Luật Giáo dục: text: Nhiệm vụ của giáo dục thường xuyên
Suy luận: Nhiệm vụ của giáo dục thường xuyên là cung cấp các hình thức đào tạo linh hoạt như vừa làm vừa học, học từ xa hoặc tự học có hướng dẫn, giúp người lao động có thể tiếp cận kiến thức và kỹ năng mới mà không cần phải nghỉ việc hay di chuyển quá nhiều. Ngoài ra, nó còn đóng vai trò quan trọng trong việc xoá mù chữ cho người trong độ tuổi theo quy định của pháp luật.
Kết luận: Đáp án đúng là C: Cả A, B đều đúng. "
TN-40,C,"Luật Phòng, chống ma túy",28,Các biện pháp cai nghiện ma túy là những biện pháp nào sau đây?,"
Ví dụ:
Trích lại điều luật: Điều 28 Luật Phòng, chống ma túy: text: Các biện pháp cai nghiện ma túy
Suy luận: Các biện pháp cai nghiện ma túy bao gồm cai nghiện ma túy tự nguyện và cai nghiện ma túy bắt buộc.
Kết luận: Câu trả lời đúng là ""Cai nghiện ma túy tự nguyện và cai nghiện ma túy bắt buộc."" "
TL-1,10 ngày,Luật Trọng tài thương mại,32,"Trong trường hợp các bên không có thỏa thuận khác hoặc quy tắc tố tụng của trung tâm trọng tài không có quy định khác, Trung tâm trọng tài phải gửi cho bị đơn bản sao đơn khởi kiện của nguyên đơn và những tài liệu theo quy định trong thời hạn bao lâu kể từ ngày nhận được đơn khởi kiện?","
Ví dụ:
Trích lại điều luật: Điều 32 Luật Trọng tài thương mại
Suy luận: Các bên không có thoả thuận khác hoặc quy tắc tố tụng của Trung tâm trọng tài không có quy định khác, trong thời hạn 10 ngày, kể từ ngày nhận được đơn khởi kiện, các tài liệu kèm theo và chứng từ nộp tạm ứng phí trọng tài, Trung tâm trọng tài phải gửi cho bị đơn bản sao đơn khởi kiện của nguyên đơn và những tài liệu theo quy định tại khoản 3 Điều 30 của Luật này.
Kết luận: Thời hạn để Trung tâm trọng tài gửi cho bị đơn bản sao đơn khởi kiện của nguyên đơn và những tài liệu theo quy định là 10 ngày, kể từ ngày nhận được đơn khởi kiện, các tài liệu kèm theo và chứng từ nộp tạm ứng phí trọng tài. "
TL-2,3 cm x 4 cm,Luật Du lịch,63,Hồ sơ đề nghị cấp lại thẻ hướng dẫn viên du lịch bao gồm ảnh chân dung màu cỡ bao nhiêu?,"
Ví dụ:
Trích lại điều luật: Điều 63 Luật Du lịch: text: a) Người đề nghị cấp lại thẻ hướng dẫn viên du lịch nộp 01 bộ hồ sơ đến cơ quan nhà nước có thẩm quyền cấp thẻ;
Suy luận: Theo Điều 63 Luật Du lịch, để xin cấp lại thẻ hướng dẫn viên du lịch, người ta phải nộp đơn đề nghị cấp lại thẻ hướng dẫn viên du lịch theo mẫu do Bộ trưởng Bộ Văn hóa, Thể thao và Du lịch quy định cùng với hai ảnh chân dung màu cỡ 3cm x 4cm.
Kết luận: Ảnh chân dung màu cỡ 3cm x 4cm là cần thiết cho việc nộp đơn xin cấp lại thẻ hướng dẫn viên du lịch. "
TL-3,1 năm,"Luật Phòng, chống ma túy",23,"Thời hạn quản lý người sử dụng trái phép chất ma túy là bao lâu kể từ ngày Chủ tịch Ủy ban nhân dân cấp xã, phường ra quyết định quản lý?","
Ví dụ:
Trích lại điều luật: Điều 23 Luật Phòng, chống ma túy: Quản lý người sử dụng trái phép chất ma túy không phải là biện pháp xử lý hành chính.
Suy luận: Theo điều luật này, quản lý người sử dụng trái phép chất ma túy không phải là hình thức xử phạt mà là một biện pháp riêng biệt để kiểm soát tình trạng lạm dụng ma túy.
Kết luận: Không thể xác định thời hạn quản lý người sử dụng trái phép chất ma túy dựa trên thông tin đã cung cấp. Cần thêm ngữ cảnh hoặc tham chiếu đến một điều khoản cụ thể hơn. "
TL-4,"Tổ chức, điều phối hoạt động giải quyết tranh chấp bằng Trọng tài quy chế và hỗ trợ Trọng tài viên về các mặt hành chính, văn phòng và các trợ giúp khác trong quá trình tố tụng trọng tài.",Luật Trọng tài thương mại,23,Chức năng của Trung tâm trọng tài là gì?,"
Ví dụ:
Trích lại điều luật: Điều 23 Luật Trọng tài thương mại: text: Chức năng của Trung tâm trọng tài
Suy luận: Theo điều này, Trung tâm trọng tài có chức năng tổ chức, điều phối hoạt động giải quyết tranh chấp bằng Trọng tài theo quy chế và hỗ trợ Trọng tài viên về các mặt hành chính, văn phòng và các trợ giúp khác trong quá trình tố tụng trọng tài.
Kết luận: Chức năng của Trung tâm trọng tài bao gồm việc tổ chức, điều phối hoạt động giải quyết tranh chấp bằng Trọng tài theo quy chế và cung cấp sự hỗ trợ cho Trọng tài viên trong quá trình tố tụng trọng tài. "
TL-5,"Công dân chỉ cần xuất trình thẻ CMND/CCCD, cơ quan có thẩm quyền sẽ tra cứu được các thông tin cư trú trong hệ thống cơ sở dữ liệu quốc gia.",Luật Cư trú,37,Sau khi sổ hộ khẩu hết hiệu lực (hết ngày 31/12/2022) thì chứng minh nơi thường trú bằng cách nào?,"
Ví dụ:
Trích lại điều luật: Điều 38 Luật Cư trú: 3. Kể từ ngày Luật này có hiệu lực thi hành, Sổ hộ khẩu, Sổ tạm trú đã được cấp vẫn được sử dụng và có giá trị như giấy tờ, tài liệu xác nhận về cư trú theo quy định của Luật này cho đến hết ngày 31 tháng 12 năm 2022.
Đưa ra suy luận của bạn: Theo điều luật này, Sổ hộ khẩu sẽ tiếp tục được sử dụng làm giấy tờ xác nhận nơi thường trú cho đến hết ngày 31 tháng 12 năm 2022.
kết luận: Cho đến hết ngày 31 tháng 12 năm 2022, Sổ hộ khẩu vẫn còn giá trị để chứng minh nơi thường trú. "
TL-6,đăng ký kết hôn,Luật Hôn nhân và gia đình,9,Vợ chồng đã ly hôn muốn xác lập lại quan hệ vợ chồng thì cần làm thủ tục gì?,"
Ví dụ:
Trích lại điều luật: Điều 9 Luật Hôn nhân và gia đình: 2. Vợ chồng đã ly hôn muốn xác lập lại quan hệ vợ chồng thì phải đăng ký kết hôn.
Đưa ra suy luận của bạn: Nếu vợ chồng đã ly hôn muốn xác lập lại quan hệ vợ chồng, họ cần tuân theo các bước để đăng ký kết hôn.
kết luận: Để xác lập lại quan hệ vợ chồng sau khi ly hôn, vợ chồng cần đăng ký kết hôn. "
TL-7,Cán bộ quản lý giáo dục,Luật Giáo dục,18,"Ai là người giữ vai trò quan trọng trong việc quản lý, tổ chức, và điều hành các hoạt động giáo dục?","
Ví dụ:
Trích lại điều luật: Điều 18 Luật Giáo dục: text: Vai trò và trách nhiệm của cán bộ quản lý giáo dục
Suy luận: Theo Điều 18 Luật Giáo dục, cán bộ quản lý giáo dục chịu trách nhiệm tổ chức, quản lý, điều hành các hoạt động giáo dục.
Kết luận: Dựa vào Điều 18 Luật Giáo dục, cán bộ quản lý giáo dục giữ vai trò quan trọng trong việc quản lý, tổ chức, và điều hành các hoạt động giáo dục. "
TL-8,Ngân sách nhà nước,Luật Giáo dục,17,Nguồn tài chính nào giữ vai trò chủ đạo trong tổng nguồn lực đầu tư cho giáo dục?,"
Ví dụ:
Trích lại điều luật: Điều 17 Luật Giáo dục: text: 3. Ngân sách nhà nước giữ vai trò chủ đạo trong tổng nguồn lực đầu tư cho giáo dục.
Suy luận: Theo điều luật này, ngân sách nhà nước chịu trách nhiệm cung cấp phần lớn kinh phí cần thiết để hỗ trợ các hoạt động giáo dục.
Kết luận: Đúng, theo thông tin đã cung cấp, ngân sách nhà nước giữ vai trò chủ đạo trong tổng nguồn lực đầu tư cho giáo dục. "
TL-9,"Bộ Văn hóa, Thể thao và Du lịch",Luật Điện ảnh,45,Cơ quan nào có trách nhiệm là cơ quan giúp Chính phủ thực hiện quản lý nhà nước về điện ảnh?,"
Ví dụ:
Trích lại điều luật: Điều 46 Luật Điện ảnh: text: Trách nhiệm quản lý nhà nước về điện ảnh của Bộ, Cơ quan ngang Bộ
Suy luận: Dựa vào Điều 46 Luật Điện ảnh, chúng ta biết rằng Bộ, Cơ quan ngang Bộ có trách nhiệm giúp Chính phủ thực hiện quản lý nhà nước về điện ảnh.
Kết luận: Kết luận của tôi về câu hỏi là Bộ, Cơ quan ngang Bộ có trách nhiệm giúp Chính phủ thực hiện quản lý nhà nước về điện ảnh. "
TL-10,Chính phủ,Luật Điện ảnh,45,Cơ quan nào có trách nhiệm thống nhất quản lý nhà nước về điện ảnh?,"
Câu trả lời: Trích lại điều luật: Điều 45 Luật Điện ảnh: text: Trách nhiệm quản lý nhà nước về điện ảnh của Chính phủ, Bộ Văn hóa, Thể thao và Du lịch
Đưa ra suy luận của bạn: Dựa vào Điều 45 Luật Điện ảnh, chúng ta biết rằng Chính phủ chịu trách nhiệm thống nhất quản lý nhà nước về điện ảnh.
kết luận: Có, theo Điều 45 Luật Điện ảnh, Chính phủ chịu trách nhiệm thống nhất quản lý nhà nước về điện ảnh. "
