example_id,label,id,article_id,statement,qa_answer
TN-14,A,Luật Hôn nhân và gia đình,35,"Vợ chồng có quyền như nào trong việc chiếm hữu, sử dụng và định đoạt tài sản chung","
Câu trả lời mẫu:
Trích lại điều luật: Điều 35 Luật Hôn nhân và gia đình: id: Luật Hôn nhân và gia đình
article_id: 35
text: Chiếm hữu, sử dụng, định đoạt tài sản chung
1. Việc chiếm hữu, sử dụng, định đoạt tài sản chung do vợ chồng thỏa thuận.

Đưa ra suy luận của bạn: Theo Điều 35 Luật Hôn nhân và Gia đình, vợ chồng có quyền thỏa thuận về cách thức chiếm hữu, sử dụng và định đoạt tài sản chung.

kết luận: Dựa trên các điều luật đã cung cấp, vợ chồng có quyền thỏa thuận về cách thức chiếm hữu, sử dụng và định đoạt tài sản chung. "
TN-15,C,Luật Du lịch,59,"Đâu không phải là điều kiện cấp thẻ dướng dẫn viên du lịch? A: Có quốc tịch Việt Nam, thường trú tại Việt Nam; B: Có năng lực hành vi dân sự đầy đủ; C: Tốt nghiệp đại học trở lên chuyên ngành kế toán; D: Không mắc bệnh truyền nhiễm, không sử dụng chất ma túy","
Câu trả lời: Trích lại điều luật: Điều 59 Luật Du lịch: 2. Điều kiện cấp thẻ hướng dẫn viên du lịch quốc tế bao gồm:
a) Điều kiện quy định tại các điểm a, b và c khoản 1 Điều này;
b) Tốt nghiệp cao đẳng trở lên chuyên ngành hướng dẫn du lịch; trường hợp tốt nghiệp cao đẳng trở lên chuyên ngành khác phải có chứng chỉ nghiệp vụ hướng dẫn du lịch quốc tế;
c) Sử dụng thành thạo ngoại ngữ đăng ký hành nghề.
Suy luận: Câu hỏi đặt ra là liệu việc ""Tốt nghiệp đại học trở lên chuyên ngành kế toán"" có phải là điều kiện để cấp thẻ hướng dẫn viên du lịch hay không. Dựa vào điều luật đã cho, chúng ta thấy rằng nó yêu cầu ""tốt nghiệp trung cấp trở lên chuyên ngành hướng dẫn du lịch"", chứ không phải ""đại học"". Do vậy, ""Tốt nghiệp đại học trở lên chuyên"
TN-16,B,Luật Cư trú,33,"Điều nào sau đây không thuộc trách nhiệm của cơ quan đăng ký cư trú? A: Xác nhận thông tin về cư trú, thông báo về kết quả thực hiện các thủ tục đăng ký thường trú, đăng ký tạm trú, gia hạn tạm trú, khai báo thông tin, điều chỉnh thông tin về cư trú, tách hộ, khai báo tạm vắng dưới hình thức văn bản, tin nhắn điện tử hoặc hình thức khác theo quy định của Bộ trưởng Bộ Công an, B: Ban hành, in ấn và quản lý tờ khai thay đổi thông tin cư trú và các giấy tờ, tài liệu, biểu mẫu, sổ sách về cư trú, D: Cập nhật thông tin về cư trú của công dân vào Cơ sở dữ liệu quốc gia về dân cư, Cơ sở dữ liệu về cư trú, D: Quản lý, lưu trữ hồ sơ, giấy tờ, tài liệu về đăng ký, quản lý cư trú và bảo mật thông tin về đăng ký cư trú của công dân.","
Ví dụ: Trích lại điều luật: Điều 33 Luật Cư trú
Suy luận: Theo Điều 33 Luật Cư trú, cơ quan đăng ký cư trú chịu trách nhiệm xác nhận thông tin về cư trú, thông báo về kết quả thực hiện các thủ tục đăng ký thường trú, đăng ký tạm trú, gia hạn tạm trú, khai báo thông tin, điều chỉnh thông tin về cư trú, tách hộ, khai báo tạm vắng dưới hình thức văn bản, tin nhắn điện tử hoặc hình thức khác theo quy định của Bộ trưởng Bộ Công an.
Kết luận: Dựa trên Điều 33 Luật Cư trú, lựa chọn đúng đắn là A. "
TN-17,D,Luật Điện ảnh,27,Đơn vị nào có thẩm quyền cấp giấy phép phân loại phim?,"
Ví dụ:
Trích lại điều luật: Điều 27 Luật Điện ảnh: id: Luật Điện ảnh
article_id: 27
text: Cấp Giấy phép phân loại phim

Suy luận: Theo Điều 27 Luật Điện ảnh, Bộ Văn hóa, Thể thao và Du lịch và Ủy ban nhân dân cấp tỉnh có thẩm quyền cấp Giấy phép phân loại phim.

Kết luận: Dựa trên Điều 27 Luật Điện ảnh, đơn vị có thẩm quyền cấp giấy phép phân loại phim là Bộ Văn hóa, Thể thao và Du lịch và Ủy ban nhân dân cấp tỉnh. "
TN-18,C,Luật Hôn nhân và gia đình,82,"Đâu không phải là nghĩa vụ, quyền của cha, mẹ không trực tiếp nuôi con sau khi ly hôn","
Ví dụ:
Trích lại điều luật: Điều 82 Luật Hôn nhân và gia đình: id: Luật Hôn nhân và gia đình
article_id: 82
text: Nghĩa vụ, quyền của cha, mẹ không trực tiếp nuôi con sau khi ly hôn
1. Cha, mẹ không trực tiếp nuôi con có nghĩa vụ tôn trọng quyền của con được sống chung với người trực tiếp nuôi.
2. Cha, mẹ không trực tiếp nuôi con có nghĩa vụ cấp dưỡng cho con.
3. Sau khi ly hôn, người không trực tiếp nuôi con có quyền, nghĩa vụ thăm nom con mà không ai được cản trở.

Suy luận: Theo Điều 82 Luật Hôn nhân và Gia đình, cha, mẹ không trực tiếp nuôi con có nghĩa vụ tôn trọng quyền của con được sống chung với người trực tiếp nuôi, nghĩa vụ cấp dưỡng cho con, và quyền, nghĩa vụ thăm nom con mà không ai được cản trở."
TN-19,D,Luật Trọng tài thương mại,5,Điều kiện để giải quyết tranh chấp bằng trọng tài là gì?,"
Ví dụ:
Trích dẫn điều luật: Điều 5 Luật Trọng tài thương mại
Suy luận: Theo Điều 5 Luật Trọng tài thương mại, điều kiện để giải quyết tranh chấp bằng Trọng tài là các bên phải có thoả thuận trọng tài.
Kết luận: Đúng vậy, điều kiện để giải quyết tranh chấp bằng Trọng tài là các bên phải có thoả thuận trọng tài. "
TN-20,B,Luật Trọng tài thương mại,9,"Trong tố tụng trọng tài, các bên có thể thương lượng, hòa giải với nhau như thế nào?","
Ví dụ:
Trích lại điều luật: Điều 9 Luật Trọng tài thương mại: id: Luật Trọng tài thương mại
article_id: 9
text: Thương lượng, hoà giải trong tố tụng trọng tài

Suy luận: Theo điều 9 Luật Trọng tài thương mại, trong quá trình tố tụng trọng tài, các bên có quyền tự do thương lượng, thỏa thuận với nhau về việc giải quyết tranh chấp hoặc yêu cầu Hội đồng trọng tài hòa giải để các bên thỏa thuận với nhau về việc giải quyết tranh chấp.

Kết luận: Các bên có thể thương lượng, hòa giải với nhau trong tố tụng trọng tài theo quy định tại Điều 9 Luật Trọng tài thương mại. "
TN-21,A,Luật Cư trú,25,"Thời hạn cơ quan đăng ký cư trú thẩm định, cập nhật thông tin về hộ gia đình liên quan đến việc tách hộ vào Cơ sở dữ liệu về cư trú là bao lâu kể từ ngày nhận được hồ sơ đầy đủ và hợp lệ?","
Ví dụ:
Trích lại điều luật: Điều 25 Luật Cư trú: b) Trong thời hạn 05 ngày làm việc kể từ ngày nhận được hồ sơ đầy đủ và hợp lệ, cơ quan đăng ký cư trú có trách nhiệm thẩm định, cập nhật thông tin về hộ gia đình liên quan đến việc tách hộ vào Cơ sở dữ liệu về cư trú và thông báo cho người đăng ký về việc đã cập nhật thông tin; trường hợp từ chối giải quyết tách hộ thì phải trả lời bằng văn bản và nêu rõ lý do.
Suy luận: Theo Điều 25 Luật Cư trú, thời hạn để cơ quan đăng ký cư trú thẩm định, cập nhật thông tin về hộ gia đình liên quan đến việc tách hộ vào Cơ sở dữ liệu về cư trú là 05 ngày làm việc kể từ ngày nhận được hồ sơ đầy đủ và hợp lệ.
Kết luận: Thời hạn cơ quan đăng ký cư trú thẩm định, cập nhật thông"
TN-22,B,Luật Hôn nhân và gia đình,71,"Cha mẹ KHÔNG có nghĩa vụ cùng nhau chăm sóc, nuôi dưỡng con khi nào ","
Ví dụ:
Trích lại điều luật: Điều 71 Luật Hôn nhân và gia đình: 1. Cha, mẹ có nghĩa vụ và quyền ngang nhau, cùng nhau chăm sóc, nuôi dưỡng con chưa thành niên, con đã thành niên mất năng lực hành vi dân sự hoặc không có khả năng lao động và không có tài sản để tự nuôi mình.
Đưa ra suy luận của bạn: Theo Điều 71 Luật Hôn nhân và Gia đình, cha mẹ có nghĩa vụ và quyền ngang nhau, cùng nhau chăm sóc, nuôi dưỡng con chưa thành niên, con đã thành niên mất năng lực hành vi dân sự hoặc không có khả năng lao động và không có tài sản để tự nuôi mình.
kết luận: Có, cha mẹ CÓ nghĩa vụ cùng nhau chăm sóc, nuôi dưỡng con khi con chưa thành niên, con đã thành niên mất năng lực hành vi dân sự hoặc không có khả năng lao động và không có tài sản để tự nuôi"
TN-23,A,"Luật Phòng, chống ma túy",2,Cây có chứa chất ma túy là cây gì?,"
Ví dụ:
Trích lại điều luật: Điều 2 Luật Phòng, chống ma túy: 4. Tiền chất là hóa chất không thể thiếu được trong quá trình điều chế, sản xuất chất ma túy được quy định trong danh mục tiền chất do Chính phủ ban hành.
Đưa ra suy luận của bạn: Theo điều luật này, tiền chất là thành phần cần thiết trong quá trình sản xuất chất ma túy.
kết luận: Dựa vào điều luật đã nêu, chúng ta biết rằng cây có chứa chất ma túy là cây thuốc phiện, cây côca, cây cần sa và các loại cây khác có chứa chất ma túy do Chính phủ quy định. "
TN-24,D,Luật Trọng tài thương mại,14,Điều nào dưới đây nằm trong luật áp dụng giải quyết tranh chấp được quy định trong Luật Trọng tài thương mại?,"
Ví dụ:
Trích dẫn điều luật: Điều 14 Luật Trọng tài thương mại: id: Luật Trọng tài thương mại
article_id: 14
text: Luật áp dụng giải quyết tranh chấp

Suy luận: Theo điều này, luật áp dụng để giải quyết tranh chấp sẽ phụ thuộc vào việc liệu tranh chấp có yếu tố nước ngoài hay không. Nếu không có yếu tố nước ngoài, pháp luật Việt Nam sẽ được áp dụng. Nếu có yếu tố nước ngoài, các bên có thể tự lựa chọn luật áp dụng, hoặc Hội đồng trọng tài có thể quyết định dựa trên sự phù hợp nhất.

Kết luận: Có, Điều 14 Luật Trọng tài thương mại đề cập đến luật áp dụng để giải quyết tranh chấp. "
TN-25,A,Luật Trọng tài thương mại,18,Trong trường hợp nào thỏa thuận trọng tài bị vô hiệu?,"
Ví dụ:
Trích dẫn điều luật: Điều 18 Luật Trọng tài thương mại: 5. Một trong các bên bị lừa dối, đe doạ, cưỡng ép trong quá trình xác lập thoả thuận trọng tài và có yêu cầu tuyên bố thoả thuận trọng tài đó là vô hiệu.
Đưa ra suy luận của bạn: Nếu một trong hai bên bị lừa dối, đe dọa hoặc cưỡng bức trong quá trình xác lập thoả thuận trọng tài, họ có thể yêu cầu toà án tuyên bố thoả thuận trọng tài đó là vô hiệu.
kết luận: Theo Điều 18 Luật Trọng tài thương mại, một thoả thuận trọng tài có thể bị vô hiệu hoá nếu một trong các bên bị lừa dối, đe doạ hoặc cưỡng ép trong quá trình xác lập thoả thuận. "
TN-26,A,Luật Trọng tài thương mại,19,Thỏa thuận trọng tài có độc lập với hợp đồng hay không?,"
Ví dụ:
Trích dẫn điều luật: Điều 19 Luật Trọng tài thương mại: id: Luật Trọng tài thương mại
article_id: 19
text: Tính độc lập của thoả thuận trọng tài

Suy luận: Thoả thuận trọng tài hoàn toàn độc lập với hợp đồng. Việc thay đổi, gia hạn, huỷ bỏ hợp đồng, hợp đồng vô hiệu hoặc không thể thực hiện được không làm mất hiệu lực của thoả thuận trọng tài.

Kết luận: Có, thoả thuận trọng tài có độc lập với hợp đồng. "
TN-27,B,"Luật Phòng, chống ma túy",2,Chất hướng thần được định nghĩa là gì?,"
Ví dụ:
Trích lại điều luật: Điều 2 Luật Phòng, chống ma túy: id: Luật Phòng, chống ma túy
article_id: 2
text: Giải thích từ ngữ

Trong Luật này, các từ ngữ dưới đây được hiểu như sau;

1. Chất ma túy là chất gây nghiện, chất hướng thần được quy định trong danh mục chất ma túy do Chính phủ ban hành.

Suy luận: Chất hướng thần là chất kích thích hoặc ức chế thần kinh hoặc gây ảo giác, nếu sử dụng nhiều lần có thể dẫn tới tình trạng nghiện đối với người sử dụng.

Kết luận: Chất hướng thần là chất kích thích hoặc ức chế thần kinh hoặc gây ảo giác, nếu sử dụng nhiều lần có thể dẫn tới tình trạng nghiện đối với người sử dụng. "
TN-28,B,Luật Du lịch,50,Hồ sơ đăng ký công nhận hạng cơ sở lưu trú du lịch không bao gồm?,"
Ví dụ:
Trích lại điều luật: Điều 50 Luật Du lịch: a) Giấy tờ pháp lý liên quan đến hoạt động kinh doanh cơ sở lưu trú du lịch.
Suy luận: Không có thông tin cụ thể về loại giấy tờ pháp lý cần thiết cho hoạt động kinh doanh cơ sở lưu trú du lịch.
Kết luận: Hồ sơ đăng ký công nhận hạng cơ sở lưu trú du lịch không bao gồm danh mục chi tiết các loại giấy tờ pháp lý cần thiết cho hoạt động kinh doanh cơ sở lưu trú du lịch. "
TN-29,C,Luật Viên chức,29,Trong trường hợp nào thì đơn vị sự nghiệp công lập được đơn phương chấm dứt hợp đồng lao động đối với viên chức?,"
Ví dụ:
Trích lại điều luật: Điều 29 Luật Viên chức: 1. Đơn vị sự nghiệp công lập được đơn phương chấm dứt hợp đồng làm việc với viên chức trong các trường hợp sau:

Suy luận: Theo điều luật này, đơn vị sự nghiệp công lập có thể đơn phương chấm dứt hợp đồng làm việc với viên chức nếu họ thuộc một trong hai trường hợp nêu trên.

Kết luận: Đơn vị sự nghiệp công lập chỉ được đơn phương chấm dứt hợp đồng lao động với viên chức nếu họ thuộc một trong hai trường hợp nêu tại Điều 29 Luật Viên chức. "
TN-30,D,Luật Du lịch,72,Nguyên tắc hoạt động của Quỹ hỗ trợ phát triển du lịch không bao gồm điều nào dưới đây?,"
Ví dụ:
Trích lại điều luật: Điều 72 Luật Du lịch: id: Luật Du lịch
article_id: 72
text: Nguyên tắc hoạt động của Quỹ hỗ trợ phát triển du lịch
1. Không vì mục đích lợi nhuận; bảo toàn vốn điều lệ và tự bù đắp chi phí quản lý.
2. Thực hiện thu, chi, quyết toán, công khai tài chính, tài sản và công tác kế toán theo quy định của pháp luật.
3. Chịu sự kiểm tra, thanh tra, kiểm toán của cơ quan quản lý nhà nước về tài chính và kiểm toán nhà nước về các hoạt động tài chính của Quỹ hỗ trợ phát triển du lịch.

Suy luận: Trong số các lựa chọn đã cho, ""không vì mục đích lợi nhuận"" là một nguyên tắc hoạt động của Quỹ hỗ trợ phát triển du lịch.

Kết luận: Đúng, dựa trên các điều luật được cung cấp, nguyên"
TN-31,D,Luật Điện ảnh,31,"Đơn vị nào có thẩm quyền thành lập hội đồng thẩm định, phân loại phim?","
Ví dụ:
Trích lại điều luật: Điều 31 Luật Điện ảnh
Suy luận: Theo Điều 31 Luật Điện ảnh, Bộ trưởng Bộ Văn hóa, Thể thao và Du lịch thành lập Hội đồng thẩm định, phân loại phim của Bộ Văn hóa, Thể thao và Du lịch.
Kết luận: Dựa vào Điều 31 Luật Điện ảnh, Bộ trưởng Bộ Văn hóa, Thể thao và Du lịch là đơn vị có thẩm quyền thành lập Hội đồng thẩm định, phân loại phim. "
TN-32,C,Luật Điện ảnh,43,Quỹ hỗ trợ phát triển điện ảnh có mục đích gì?,"
Ví dụ:
Trích lại điều luật: Điều 43 Luật Điện ảnh: id: Luật Điện ảnh
article_id: 43
text: Mục đích của Quỹ hỗ trợ phát triển điện ảnh

Đưa ra suy luận của bạn: Quỹ hỗ trợ phát triển điện ảnh nhằm cung cấp kinh phí cho việc sản xuất phim thử nghiệm, phim đầu tay, phim của tác giả trẻ, đồng thời hỗ trợ các tác giả, dự án sản xuất phim, phim Việt Nam xuất sắc tham gia liên hoan phim, giải thưởng phim, cuộc thi phim, hội chợ phim, chương trình phim, tuần phim tại nước ngoài. Ngoài ra, nó còn hỗ trợ các hoạt động khác để phát triển điện ảnh.

kết luận: Mục đích của Quỹ hỗ trợ phát triển điện ảnh là cung cấp kinh phí cho việc sản xuất phim thử nghiệm, phim đầu tay, phim của tác giả trẻ, đồng thời hỗ trợ các tác giả, dự án sản"
TN-33,B,Luật Du lịch,75,"Theo Luật Du Lịch về trách nhiệm quản lý nhà nước về du lịch, ủy ban nhân dân các cấp không có nhiệm vụ, quyền hạn nào sau đây? A: Tổ chức tiếp nhận và giải quyết kiến nghị của khách du lịch; B: Lợi dụng hoạt động du lịch để đưa người từ Việt Nam ra nước ngoài hoặc từ nước ngoài vào Việt Nam trái pháp luật; C: Quản lý tài nguyên du lịch, khu du lịch, điểm du lịch, hoạt động kinh doanh du lịch và hướng dẫn du lịch trên địa bàn; D:Tuyên truyền, nâng cao nhận thức của người dân để bảo đảm môi trường du lịch thân thiện, lành mạnh và văn minh","
Câu trả lời: Trích lại điều luật: Điều 75 Luật Du lịch: d) Tuyên truyền, nâng cao nhận thức của người dân để bảo đảm môi trường du lịch thân thiện, lành mạnh và văn minh;

Suy luận: Dựa trên điều luật được trích lại, chúng ta có thể thấy rằng ủy ban nhân dân các cấp chịu trách nhiệm tuyên truyền, nâng cao nhận thức của người dân để bảo đảm môi trường du lịch thân thiện, lành mạnh và văn minh.

Kết luận: Câu nói ""Theo Luật Du Lịch về trách nhiệm quản lý nhà nước về du lịch, ủy ban nhân dân các cấp không có nhiệm vụ, quyền hạn nào sau đây?"" là sai vì dựa trên điều luật được trích lại, ủy ban nhân dân các cấp có nhiệm vụ, quyền hạn tuyên truyền, nâng cao nhận thức của người dân để bảo đảm môi trường du lịch thân thiện, lành mạnh và văn minh. "
TN-34,B,Luật Trọng tài thương mại,22,Hiệp hội trọng tài là gì?,"
Ví dụ:
Trích lại điều luật: Điều 22 Luật Trọng tài thương mại: id: Luật Trọng tài thương mại
article_id: 22
text: Hiệp hội trọng tài

Suy luận: Hiệp hội trọng tài là tổ chức xã hội – nghề nghiệp của Trọng tài viên và Trung tâm trọng tài trong phạm vi cả nước. Việc thành lập và hoạt động của Hiệp hội trọng tài được thực hiện theo quy định của pháp luật về hội nghề nghiệp.

Kết luận: Hiệp hội trọng tài là tổ chức xã hội – nghề nghiệp của Trọng tài viên và Trung tâm trọng tài trong phạm vi cả nước. "
TN-35,D,Luật Hôn nhân và gia đình,5,"Hành vi nào sau đây bị cấm?A: Cưỡng ép ly hôn, lừa dối ly hôn, cản trở ly hôn; B: Yêu sách của cải trong kết hôn; C: Thực hiện sinh con bằng kỹ thuật hỗ trợ sinh sản vì mục đích thương mại, D: cả 3 phương án đều đúng","
Ví dụ:
Trích lại điều luật: Điều 5 Luật Hôn nhân và gia đình: d) Cưỡng ép ly hôn, lừa dối ly hôn, cản trở ly hôn;
Đưa ra suy luận của bạn: Dựa trên điều khoản đã nêu, cưỡng ép ly hôn, lừa dối ly hôn và cản trở ly hôn đều bị cấm.
kết luận: Câu trả lời đúng là A: Cưỡng ép ly hôn, lừa dối ly hôn, cản trở ly hôn. "
TN-36,D,"Luật Phòng, chống ma túy",35,Cơ sở cai nghiện ma túy công lập phải bố trí các khu gì?,"
Ví dụ:
Trích lại điều luật: Điều 35 Luật Phòng, chống ma túy: id: Luật Phòng, chống ma túy
article_id: 35
text: Cơ sở cai nghiện ma túy công lập

1. Cơ sở cai nghiện ma túy công lập do Chủ tịch Ủy ban nhân dân cấp tỉnh quyết định thành lập.

2. Cơ sở cai nghiện ma túy công lập phải bố trí các khu sau đây:

a) Khu lưu trú tạm thời đối với người được đề nghị xác định tình trạng nghiện ma túy và người trong thời gian lập hồ sơ đề nghị áp dụng biện pháp xử lý hành chính đưa vào cơ sở cai nghiện bắt buộc;

b) Khu cai nghiện ma túy bắt buộc;

Suy luận: Theo Điều 35 Luật Phòng, chống ma túy, cơ sở cai nghiện ma túy công lập phải bố trí hai loại khu vực: (i) khu lưu trú tạm thời dành"
TN-37,C,Luật Cư trú,20,"Trường hợp nào sau đây không được đăng ký thường trú tại cơ sở tín ngưỡng, cơ sở tôn giáo có công trình phụ trợ là nhà ở?","
Ví dụ:
Trích lại điều luật: Điều 17 Luật Cư trú: id: Luật Cư trú
article_id: 17
text: Nơi cư trú của người hoạt động tín ngưỡng, tôn giáo, trẻ em, người khuyết tật, người không nơi nương tựa trong cơ sở tín ngưỡng, cơ sở tôn giáo

Suy luận: Người hoạt động tín ngưỡng, nhà tu hành, chức sắc, chức việc, người khác hoạt động tôn giáo sinh sống trong cơ sở tín ngưỡng, cơ sở tôn giáo là cơ sở tín ngưỡng, cơ sở tôn giáo, trừ trường hợp có nơi cư trú khác theo quy định của Luật này.

Kết luận: Không áp dụng đối với người hoạt động tín ngưỡng, nhà tu hành, chức sắc, chức việc, người khác hoạt động tôn giáo sinh sống trong cơ sở tín ngưỡng, cơ sở tôn giáo mà có nơi cư trú khác theo quy định của Luật Cư trú. "
TN-38,C,Luật Giáo dục,36,Mục tiêu của giáo dục nghề nghiệp là gì?,"
Ví dụ:
Trích lại điều luật: Điều 36 Luật Giáo dục: id: Luật Giáo dục
article_id: 36
text: Mục tiêu của giáo dục nghề nghiệp

Suy luận: Mục tiêu của giáo dục nghề nghiệp là đào tạo nhân lực trực tiếp cho sản xuất, kinh doanh và dịch vụ, có năng lực hành nghề tương ứng với trình độ đào tạo; có đạo đức, sức khỏe; có trách nhiệm nghề nghiệp; có khả năng sáng tạo, thích ứng với môi trường hội nhập quốc tế; bảo đảm nâng cao năng suất, chất lượng lao động; tạo điều kiện cho người học sau khi hoàn thành khóa học có khả năng tìm việc làm, tự tạo việc làm hoặc học trình độ cao hơn.

Kết luận: Mục tiêu của giáo dục nghề nghiệp là đào tạo nhân lực trực tiếp cho sản xuất, kinh doanh và dịch vụ, có năng lực hành nghề tương ứng với trình độ"
TN-39,C,Luật Giáo dục,42,"Nhiệm vụ của giáo dục thường xuyên là gì? A: Thực hiện xóa mù chữ cho người trong độ tuổi theo quy định của pháp luật, B:Tạo cơ hội cho người có nhu cầu học tập nâng cao trình độ học vấn; C: Cả A, B đều đúng; D: Cả A, B đều sai","
Ví dụ: Trích lại điều luật: Điều 41 Luật Giáo dục: id: Luật Giáo dục
article_id: 41
text: Mục tiêu của giáo dục thường xuyên

Suy luận: Dựa vào điều luật này, chúng ta thấy rằng mục đích chính của giáo dục thường xuyên là cung cấp khả năng tiếp cận giáo dục cho tất cả mọi người ở mọi lứa tuổi và giúp họ cải thiện bản thân thông qua học tập liên tục.

Kết luận: Câu trả lời đúng là C: Cả A, B đều đúng. "
TN-40,C,"Luật Phòng, chống ma túy",28,Các biện pháp cai nghiện ma túy là những biện pháp nào sau đây?,"
Ví dụ:
Trích lại điều luật: Điều 28 Luật Phòng, chống ma túy: id: Luật Phòng, chống ma túy
article_id: 28
text: Các biện pháp cai nghiện ma túy

1. Biện pháp cai nghiện ma túy bao gồm:

a) Cai nghiện ma túy tự nguyện;

b) Cai nghiện ma túy bắt buộc.

Suy luận: Theo Điều 28 Luật Phòng, chống ma túy, các biện pháp cai nghiện ma túy bao gồm cai nghiện ma túy tự nguyện và cai nghiện ma túy bắt buộc.

Kết luận: Đúng, dựa trên Điều 28 Luật Phòng, chống ma túy, các biện pháp cai nghiện ma túy bao gồm cai nghiện ma túy tự nguyện và cai nghiện ma túy bắt buộc. "
TL-1,10 ngày,Luật Trọng tài thương mại,32,"Trong trường hợp các bên không có thỏa thuận khác hoặc quy tắc tố tụng của trung tâm trọng tài không có quy định khác, Trung tâm trọng tài phải gửi cho bị đơn bản sao đơn khởi kiện của nguyên đơn và những tài liệu theo quy định trong thời hạn bao lâu kể từ ngày nhận được đơn khởi kiện?","
Ví dụ:
Trích dẫn điều luật: Điều 32 Luật Trọng tài thương mại
Suy luận: Nếu các bên không có thoả thuận khác hoặc quy tắc tố tụng của Trung tâm trọng tài không có quy định khác, trong thời hạn 10 ngày, kể từ ngày nhận được đơn khởi kiện, các tài liệu kèm theo và chứng từ nộp tạm ứng phí trọng tài, Trung tâm trọng tài phải gửi cho bị đơn bản sao đơn khởi kiện của nguyên đơn và những tài liệu theo quy định tại khoản 3 Điều 30 của Luật này.
Kết luận: Thời hạn để Trung tâm trọng tài gửi cho bị đơn bản sao đơn khởi kiện của nguyên đơn và những tài liệu theo quy định là 10 ngày, kể từ ngày nhận được đơn khởi kiện, các tài liệu kèm theo và chứng từ nộp tạm ứng phí trọng tài. "
TL-2,3 cm x 4 cm,Luật Du lịch,63,Hồ sơ đề nghị cấp lại thẻ hướng dẫn viên du lịch bao gồm ảnh chân dung màu cỡ bao nhiêu?,"
Ví dụ:
Trích lại điều luật: Điều 62 Luật Du lịch: e) 02 ảnh chân dung màu cỡ 3 cm x 4 cm.
Suy luận: Ảnh chân dung màu cỡ 3cm x 4cm là cần thiết để cấp lại thẻ hướng dẫn viên du lịch.
Kết luận: Có, hồ sơ đề nghị cấp lại thẻ hướng dẫn viên du lịch yêu cầu ảnh chân dung màu cỡ 3cm x 4cm. "
TL-3,1 năm,"Luật Phòng, chống ma túy",23,"Thời hạn quản lý người sử dụng trái phép chất ma túy là bao lâu kể từ ngày Chủ tịch Ủy ban nhân dân cấp xã, phường ra quyết định quản lý?","
Ví dụ:
Trích lại điều luật: Điều 23 Luật Phòng, chống ma túy: 2. Thời hạn quản lý người sử dụng trái phép chất ma túy là 01 năm kể từ ngày Chủ tịch Ủy ban nhân dân cấp xã ra quyết định quản lý.

Suy luận: Theo điều luật đã nêu, thời hạn quản lý người sử dụng trái phép chất ma túy là 01 năm kể từ ngày Chủ tịch Ủy ban nhân dân cấp xã ra quyết định quản lý.

Kết luận: Đúng, thời hạn quản lý người sử dụng trái phép chất ma túy là 01 năm kể từ ngày Chủ tịch Ủy ban nhân dân cấp xã ra quyết định quản lý. "
TL-4,"Tổ chức, điều phối hoạt động giải quyết tranh chấp bằng Trọng tài quy chế và hỗ trợ Trọng tài viên về các mặt hành chính, văn phòng và các trợ giúp khác trong quá trình tố tụng trọng tài.",Luật Trọng tài thương mại,23,Chức năng của Trung tâm trọng tài là gì?,"
Ví dụ:
Trích lại điều luật: Điều 23 Luật Trọng tài thương mại
Suy luận: Theo Điều 23 Luật Trọng tài thương mại, Trung tâm trọng tài có chức năng tổ chức, điều phối hoạt động giải quyết tranh chấp bằng Trọng tài quy chế và hỗ trợ Trọng tài viên về các mặt hành chính, văn phòng và các trợ giúp khác trong quá trình tố tụng trọng tài.
Kết luận: Chức năng của Trung tâm trọng tài là tổ chức, điều phối hoạt động giải quyết tranh chấp bằng Trọng tài quy chế và hỗ trợ Trọng tài viên về các mặt hành chính, văn phòng và các trợ giúp khác trong quá trình tố tụng trọng tài. "
TL-5,"Công dân chỉ cần xuất trình thẻ CMND/CCCD, cơ quan có thẩm quyền sẽ tra cứu được các thông tin cư trú trong hệ thống cơ sở dữ liệu quốc gia.",Luật Cư trú,37,Sau khi sổ hộ khẩu hết hiệu lực (hết ngày 31/12/2022) thì chứng minh nơi thường trú bằng cách nào?,"
Câu trả lời: Trích lại điều luật: Điều 38 Luật Cư trú: id: Luật Cư trú
article_id: 38
text: Điều khoản thi hành

1. Luật này có hiệu lực thi hành từ ngày 01 tháng 7 năm 2021.

2. Luật Cư trú số 81/2006/QH11 đã được sửa đổi, bổ sung một số điều theo Luật số 36/2013/QH13 hết hiệu lực kể từ ngày Luật này có hiệu lực thi hành.

3. Kể từ ngày Luật này có hiệu lực thi hành, Sổ hộ khẩu, Sổ tạm trú đã được cấp vẫn được sử dụng và có giá trị như giấy tờ, tài liệu xác nhận về cư trú theo quy định của Luật này cho đến hết ngày 31 tháng 12 năm 2022.

Suy luận: Theo Điều"
