example_id,label,id,article_id,statement,qa_answer
TN-16,B,Luật Cư trú,33,"Điều nào sau đây không thuộc trách nhiệm của cơ quan đăng ký cư trú? A: Xác nhận thông tin về cư trú, thông báo về kết quả thực hiện các thủ tục đăng ký thường trú, đăng ký tạm trú, gia hạn tạm trú, khai báo thông tin, điều chỉnh thông tin về cư trú, tách hộ, khai báo tạm vắng dưới hình thức văn bản, tin nhắn điện tử hoặc hình thức khác theo quy định của Bộ trưởng Bộ Công an, B: Ban hành, in ấn và quản lý tờ khai thay đổi thông tin cư trú và các giấy tờ, tài liệu, biểu mẫu, sổ sách về cư trú, D: Cập nhật thông tin về cư trú của công dân vào Cơ sở dữ liệu quốc gia về dân cư, Cơ sở dữ liệu về cư trú, D: Quản lý, lưu trữ hồ sơ, giấy tờ, tài liệu về đăng ký, quản lý cư trú và bảo mật thông tin về đăng ký cư trú của công dân.","
Ví dụ:
Trích lại điều luật: Điều 33 Luật Cư trú
Đưa ra suy luận của bạn: Theo Điều 33 Luật Cư trú, cơ quan đăng ký cư trú chịu trách nhiệm xác nhận thông tin về cư trú, thông báo về kết quả thực hiện các thủ tục đăng ký thường trú, đăng ký tạm trú, gia hạn tạm trú, khai báo thông tin, điều chỉnh thông tin về cư trú, tách hộ, khai báo tạm vắng dưới hình thức văn bản, tin nhắn điện tử hoặc hình thức khác theo quy định của Bộ trưởng Bộ Công an.
kết luận: Dựa trên Điều 33 Luật Cư trú, lựa chọn đúng là A.

Trích lại điều luật: Điều 28 Luật Cư trú
Đưa ra suy luận của bạn: Theo Điều 28 Luật Cư trú, cơ quan đăng ký cư trú chịu trách nhiệm xử lý đơn xin gia hạn tạm trú.
kết luận:"
TN-17,D,Luật Điện ảnh,27,Đơn vị nào có thẩm quyền cấp giấy phép phân loại phim?,"
Ví dụ:
Trích lại điều luật: Điều 27 Luật Điện ảnh: a) Bộ Văn hóa, Thể thao và Du lịch cấp Giấy phép phân loại phim phổ biến trong rạp chiếu phim; tại địa điểm chiếu phim công cộng; trên không gian mạng trong trường hợp quy định tại điểm b khoản 2 Điều 21 của Luật này; tại trụ sở cơ quan ngoại giao, cơ sở văn hóa nước ngoài được thành lập tại Việt Nam quy định tại Điều 24 của Luật này;

Suy luận: Theo điều luật này, Bộ Văn hóa, Thể thao và Du lịch chịu trách nhiệm cấp Giấy phép phân loại phim ở nhiều nơi khác nhau, chẳng hạn như rạp chiếu phim, địa điểm chiếu phim công cộng, trên không gian mạng (nếu phù hợp), trụ sở cơ quan ngoại giao và cơ sở văn hóa nước ngoài tại Việt Nam.

Kết luận: Dựa trên điều luật được cung cấp, Bộ Văn hóa, Thể thao"
TN-18,C,Luật Hôn nhân và gia đình,82,"Đâu không phải là nghĩa vụ, quyền của cha, mẹ không trực tiếp nuôi con sau khi ly hôn","
Ví dụ:
Trích lại điều luật: Điều 82 Luật Hôn nhân và gia đình: text: Nghĩa vụ, quyền của cha, mẹ không trực tiếp nuôi con sau khi ly hôn
Đưa ra suy luận của bạn: Theo Điều 82 Luật Hôn nhân và Gia đình, cha, mẹ không trực tiếp nuôi con có nghĩa vụ tôn trọng quyền của con được sống chung với người trực tiếp nuôi, có nghĩa vụ cấp dưỡng cho con, và có quyền, nghĩa vụ thăm nom con mà không ai được cản trở.
kết luận: Câu nói ""Không phải là nghĩa vụ, quyền của cha, mẹ không trực tiếp nuôi con sau khi ly hôn"" là sai vì nó mâu thuẫn với thông tin được cung cấp bởi Điều 82 Luật Hôn nhân và Gia đình. "
TN-19,D,Luật Trọng tài thương mại,5,Điều kiện để giải quyết tranh chấp bằng trọng tài là gì?,"
Ví dụ:
Trích dẫn điều luật: Điều 4 Luật Trọng tài thương mại: text: Nguyên tắc giải quyết tranh chấp bằng Trọng tài

1. Trọng tài viên phải tôn trọng thoả thuận của các bên nếu thỏa thuận đó không vi phạm điều cấm và trái đạo đức xã hội.

2. Trọng tài viên phải độc lập, khách quan, vô tư và tuân theo quy định của pháp luật.

3. Các bên tranh chấp đều bình đẳng về quyền và nghĩa vụ. Hội đồng trọng tài có trách nhiệm tạo điều kiện để họ thực hiện các quyền và nghĩa vụ của mình.

Suy luận: Để giải quyết tranh chấp bằng trọng tài, cần phải có thỏa thuận giữa các bên liên quan đến việc sử dụng trọng tài như một cơ chế giải quyết tranh chấp. Thỏa thuận này có thể được thiết lập trước hoặc sau khi xảy ra tranh chấp. Ngoài ra, trọng tài viên phải độc lập, khách quan và vô tư,"
TN-20,B,Luật Trọng tài thương mại,9,"Trong tố tụng trọng tài, các bên có thể thương lượng, hòa giải với nhau như thế nào?","
Ví dụ:
Trích lại điều luật: Điều 9 Luật Trọng tài thương mại: text: Thương lượng, hoà giải trong tố tụng trọng tài

Đưa ra suy luận của bạn: Theo Điều 9 Luật Trọng tài thương mại, trong quá trình tố tụng trọng tài, các bên có quyền tự do thương lượng, thỏa thuận với nhau về việc giải quyết tranh chấp hoặc yêu cầu Hội đồng trọng tài hòa giải để các bên thỏa thuận với nhau về việc giải quyết tranh chấp.

kết luận: Dựa vào Điều 9 Luật Trọng tài thương mại, trong tố tụng trọng tài, các bên có thể thương lượng, hòa giải với nhau bằng cách tự do thương lượng, thỏa thuận với nhau về việc giải quyết tranh chấp hoặc yêu cầu Hội đồng trọng tài hòa giải để các bên thỏa thuận với nhau về việc giải quyết tranh chấp. "
TN-21,A,Luật Cư trú,25,"Thời hạn cơ quan đăng ký cư trú thẩm định, cập nhật thông tin về hộ gia đình liên quan đến việc tách hộ vào Cơ sở dữ liệu về cư trú là bao lâu kể từ ngày nhận được hồ sơ đầy đủ và hợp lệ?","
Ví dụ:
Trích lại điều luật: Điều 25 Luật Cư trú: b) Trong thời hạn 05 ngày làm việc kể từ ngày nhận được hồ sơ đầy đủ và hợp lệ, cơ quan đăng ký cư trú có trách nhiệm thẩm định, cập nhật thông tin về hộ gia đình liên quan đến việc tách hộ vào Cơ sở dữ liệu về cư trú và thông báo cho người đăng ký về việc đã cập nhật thông tin; trường hợp từ chối giải quyết tách hộ thì phải trả lời bằng văn bản và nêu rõ lý do.
Suy luận: Theo Điều 25 Luật Cư trú, thời hạn cơ quan đăng ký cư trú thẩm định, cập nhật thông tin về hộ gia đình liên quan đến việc tách hộ vào Cơ sở dữ liệu về cư trú là 05 ngày làm việc kể từ ngày nhận được hồ sơ đầy đủ và hợp lệ.
Kết luận: Đúng vậy, thời hạn cơ quan đăng ký cư trú thẩm định, cập"
TN-22,B,Luật Hôn nhân và gia đình,71,"Cha mẹ KHÔNG có nghĩa vụ cùng nhau chăm sóc, nuôi dưỡng con khi nào ","
Ví dụ:
Trích lại điều luật: Điều 71 Luật Hôn nhân và gia đình: text: Nghĩa vụ và quyền chăm sóc, nuôi dưỡng
1. Cha, mẹ có nghĩa vụ và quyền ngang nhau, cùng nhau chăm sóc, nuôi dưỡng con chưa thành niên, con đã thành niên mất năng lực hành vi dân sự hoặc không có khả năng lao động và không có tài sản để tự nuôi mình.

Đưa ra suy luận của bạn: Dựa vào điều luật này, cha mẹ luôn có nghĩa vụ và quyền chăm sóc, nuôi dưỡng con cái như nhau bất kể độ tuổi hay tình trạng sức khỏe của họ.
kết luận: Đúng, cha mẹ CÓ nghĩa vụ cùng nhau chăm sóc, nuôi dưỡng con khi nào. "
TN-23,A,"Luật Phòng, chống ma túy",2,Cây có chứa chất ma túy là cây gì?,"
Ví dụ:
Trích lại điều luật: Điều 2 Luật Phòng, chống ma túy: 4. Tiền chất là hóa chất không thể thiếu được trong quá trình điều chế, sản xuất chất ma túy được quy định trong danh mục tiền chất do Chính phủ ban hành.
Đưa ra suy luận của bạn: Một ví dụ về tiền chất là hóa chất được sử dụng trong quá trình điều chế, sản xuất chất ma túy.
kết luận: Đúng, cây có chứa chất ma túy là cây thuốc phiện, cây côca, cây cần sa và các loại cây khác có chứa chất ma túy do Chính phủ quy định. "
TN-24,D,Luật Trọng tài thương mại,14,Điều nào dưới đây nằm trong luật áp dụng giải quyết tranh chấp được quy định trong Luật Trọng tài thương mại?,"
Ví dụ:
Trích dẫn điều luật: Điều 14 Luật Trọng tài thương mại: text: Luật áp dụng giải quyết tranh chấp

Suy luận: Theo Điều 14 Luật Trọng tài thương mại, Hội đồng trọng tài áp dụng pháp luật do các bên lựa chọn; nếu các bên không có thỏa thuận về luật áp dụng thì Hội đồng trọng tài quyết định áp dụng pháp luật mà Hội đồng trọng tài cho là phù hợp nhất.

Kết luận: Đúng, Điều 14 Luật Trọng tài thương mại bao gồm luật áp dụng giải quyết tranh chấp. "
TN-25,A,Luật Trọng tài thương mại,18,Trong trường hợp nào thỏa thuận trọng tài bị vô hiệu?,"
Ví dụ:
Trích lại điều luật: Điều 18 Luật Trọng tài thương mại: text: Thoả thuận trọng tài vô hiệu

1. Tranh chấp phát sinh trong các lĩnh vực không thuộc thẩm quyền của Trọng tài quy định tại Điều 2 của Luật này.

2. Người xác lập thoả thuận trọng tài không có thẩm quyền theo quy định của pháp luật.

3. Người xác lập thoả thuận trọng tài không có năng lực hành vi dân sự theo quy định của Bộ luật dân sự.

4. Hình thức của thoả thuận trọng tài không phù hợp với quy định tại Điều 16 của Luật này.

Suy luận: Theo Điều 18 Luật Trọng tài thương mại, một thỏa thuận trọng tài sẽ bị coi là vô hiệu nếu nó liên quan đến các vấn đề nằm ngoài thẩm quyền của Trọng tài, người xác lập thỏa thuận không có thẩm quyền hoặc thiếu năng lực hành vi dân sự, hoặc hình"
TN-26,A,Luật Trọng tài thương mại,19,Thỏa thuận trọng tài có độc lập với hợp đồng hay không?,"
Ví dụ:
Trích lại điều luật: Điều 19 Luật Trọng tài thương mại: text: Tính độc lập của thoả thuận trọng tài

Đưa ra suy luận của bạn: Theo điều luật này, thoả thuận trọng tài hoàn toàn độc lập với hợp đồng. Việc thay đổi, gia hạn, huỷ bỏ hợp đồng, hợp đồng vô hiệu hoặc không thể thực hiện được không làm mất hiệu lực của thoả thuận trọng tài.
kết luận: Có, thoả thuận trọng tài có tính độc lập với hợp đồng. "
TN-27,B,"Luật Phòng, chống ma túy",2,Chất hướng thần được định nghĩa là gì?,"
Ví dụ:
Trích lại điều luật: Điều 2 Luật Phòng, chống ma túy: text: Giải thích từ ngữ

Đưa ra suy luận của bạn: Trong Luật này, các từ ngữ dưới đây được hiểu như sau;

1. Chất ma túy là chất gây nghiện, chất hướng thần được quy định trong danh mục chất ma túy do Chính phủ ban hành.

2. Chất gây nghiện là chất kích thích hoặc ức chế thần kinh, dễ gây tình trạng nghiện đối với người sử dụng.

3. Chất hướng thần là chất kích thích hoặc ức chế thần kinh hoặc gây ảo giác, nếu sử dụng nhiều lần có thể dẫn tới tình trạng nghiện đối với người sử dụng.

Đưa ra suy luận của bạn: Định nghĩa chất hướng thần là chất kích thích hoặc ức chế thần kinh hoặc gây ảo giác, nếu sử dụng nhiều lần có thể dẫn tới tình trạng nghiện đối với người sử dụng.

Kết luận"
TN-28,B,Luật Du lịch,50,Hồ sơ đăng ký công nhận hạng cơ sở lưu trú du lịch không bao gồm?,"
Ví dụ:
Trích lại điều luật: Điều 50 Luật Du lịch: text: Xếp hạng cơ sở lưu trú du lịch
1. Tổ chức, cá nhân kinh doanh dịch vụ lưu trú du lịch được tự nguyện đăng ký xếp hạng cơ sở lưu trú du lịch với cơ quan nhà nước có thẩm quyền.

Suy luận: Dựa vào điều luật này, chúng ta biết rằng khi đăng ký xếp hạng cơ sở lưu trú du lịch, tổ chức hoặc cá nhân cần cung cấp đơn đề nghị theo mẫu do Bộ trưởng Bộ Văn hóa, Thể thao và Du lịch quy định cùng với bản thuyết minh đáp ứng các tiêu chuẩn phục vụ khách du lịch.

Kết luận: Không có yêu cầu cụ thể nào về việc cung cấp danh sách người quản lý và nhân viên trong cơ sở lưu trú du lịch hoặc bản sao có chứng thực văn bằng, chứng chỉ, giấy chứng nhận bồi dưỡng nghiệp vụ và giấy chứng nhận thời gian làm"
TN-29,C,Luật Viên chức,29,Trong trường hợp nào thì đơn vị sự nghiệp công lập được đơn phương chấm dứt hợp đồng lao động đối với viên chức?,"
Ví dụ:
Trích lại điều luật: Điều 29 Luật Viên chức: 1. Đơn phương chấm dứt hợp đồng làm việc, trừ trường hợp quy định tại điểm b khoản 1 Điều này, người đứng đầu đơn vị sự nghiệp công lập phải báo cho viên chức biết trước ít nhất 45 ngày đối với hợp đồng làm việc không xác định thời hạn hoặc ít nhất 30 ngày đối với hợp đồng làm việc xác định thời hạn. Đối với viên chức do cơ quan quản lý đơn vị sự nghiệp công lập thực hiện tuyển dụng, việc đơn phương chấm dứt hợp đồng làm việc do người đứng đầu đơn vị sự nghiệp công lập quyết định sau khi có sự đồng ý bằng văn bản của cơ quan quản lý đơn vị sự nghiệp công lập.

Suy luận: Theo Điều 29 Luật Viên chức, người đứng đầu đơn vị sự nghiệp công lập có thể đơn phương chấm dứt hợp đồng làm việc với viên chức nếu họ thông báo"
TN-30,D,Luật Du lịch,72,Nguyên tắc hoạt động của Quỹ hỗ trợ phát triển du lịch không bao gồm điều nào dưới đây?,"
Ví dụ:
Trích lại điều luật: Điều 71 Luật Du lịch: text: Mục đích của Quỹ hỗ trợ phát triển du lịch
Suy luận: Mục đích của Quỹ hỗ trợ phát triển du lịch là xúc tiến du lịch trong nước và nước ngoài, hỗ trợ nghiên cứu thị trường và phát triển sản phẩm du lịch, hỗ trợ đào tạo, bồi dưỡng phát triển nguồn nhân lực du lịch, hỗ trợ hoạt động truyền thông du lịch trong cộng đồng.
Kết luận: Mục đích của Quỹ hỗ trợ phát triển du lịch không bao gồm việc cung cấp học bổng hoặc giải thưởng cho sinh viên. "
TN-31,D,Luật Điện ảnh,31,"Đơn vị nào có thẩm quyền thành lập hội đồng thẩm định, phân loại phim?","
Ví dụ:
Trích lại điều luật: Điều 31 Luật Điện ảnh: 3. Bộ trưởng Bộ Văn hóa, Thể thao và Du lịch quy định tổ chức và hoạt động của Hội đồng thẩm định, phân loại phim.
Đưa ra suy luận của bạn: Dựa vào điều luật này, chúng ta biết rằng Bộ trưởng Bộ Văn hóa, Thể thao và Du lịch có thẩm quyền thành lập Hội đồng thẩm định, phân loại phim.
kết luận: Đúng vậy, Bộ trưởng Bộ Văn hóa, Thể thao và Du lịch có thẩm quyền thành lập Hội đồng thẩm định, phân loại phim. "
TN-32,C,Luật Điện ảnh,43,Quỹ hỗ trợ phát triển điện ảnh có mục đích gì?,"
Ví dụ:
Trích lại điều luật: Điều 42 Luật Điện ảnh: text: Thành lập Quỹ hỗ trợ phát triển điện ảnh
Suy luận: Theo Điều 42 Luật Điện ảnh, Quỹ hỗ trợ phát triển điện ảnh là quỹ tài chính nhà nước ngoài ngân sách được Nhà nước hỗ trợ vốn điều lệ, thành lập và hoạt động theo quy định của pháp luật; có khả năng tài chính độc lập; có nguồn thu, nhiệm vụ chi không trùng với nguồn thu, nhiệm vụ chi của ngân sách nhà nước; có tư cách pháp nhân, có con dấu, tài khoản riêng, do Thủ tướng Chính phủ quyết định thành lập, phê duyệt Điều lệ tổ chức và hoạt động.
Kết luận: Quỹ hỗ trợ phát triển điện ảnh là quỹ tài chính nhà nước ngoài ngân sách được Nhà nước hỗ trợ vốn điều lệ, thành lập và hoạt động theo quy định của pháp luật; có khả năng tài chính độc lập; có nguồn thu, nhiệm"
TN-33,B,Luật Du lịch,75,"Theo Luật Du Lịch về trách nhiệm quản lý nhà nước về du lịch, ủy ban nhân dân các cấp không có nhiệm vụ, quyền hạn nào sau đây? A: Tổ chức tiếp nhận và giải quyết kiến nghị của khách du lịch; B: Lợi dụng hoạt động du lịch để đưa người từ Việt Nam ra nước ngoài hoặc từ nước ngoài vào Việt Nam trái pháp luật; C: Quản lý tài nguyên du lịch, khu du lịch, điểm du lịch, hoạt động kinh doanh du lịch và hướng dẫn du lịch trên địa bàn; D:Tuyên truyền, nâng cao nhận thức của người dân để bảo đảm môi trường du lịch thân thiện, lành mạnh và văn minh","Câu trả lời: Trích lại điều luật: Điều 37 Luật Du lịch: 3. Doanh nghiệp kinh doanh dịch vụ lữ hành quốc tế phục vụ khách du lịch ra nước ngoài có quyền và nghĩa vụ sau đây:

Suy luận: Ủy ban nhân dân các cấp không có nhiệm vụ, quyền hạn ""Tổ chức tiếp nhận và giải quyết kiến nghị của khách du lịch"" vì nó thuộc về trách nhiệm của doanh nghiệp kinh doanh dịch vụ lữ hành quốc tế phục vụ khách du lịch ra nước ngoài (theo Điều 37 Luật Du lịch).

Kết luận: Câu nói của người dùng là đúng. "
TN-34,B,Luật Trọng tài thương mại,22,Hiệp hội trọng tài là gì?,"
Ví dụ:
Trích lại điều luật: Điều 22 Luật Trọng tài thương mại: text: Hiệp hội trọng tài

Đưa ra suy luận của bạn: Hiệp hội trọng tài là tổ chức xã hội – nghề nghiệp của Trọng tài viên và Trung tâm trọng tài trong phạm vi cả nước.
kết luận: Hiệp hội trọng tài là một tổ chức tập hợp các Trọng tài viên và Trung tâm trọng tài nhằm thúc đẩy và hỗ trợ công tác trọng tài trong cả nước. "
TN-35,D,Luật Hôn nhân và gia đình,5,"Hành vi nào sau đây bị cấm?A: Cưỡng ép ly hôn, lừa dối ly hôn, cản trở ly hôn; B: Yêu sách của cải trong kết hôn; C: Thực hiện sinh con bằng kỹ thuật hỗ trợ sinh sản vì mục đích thương mại, D: cả 3 phương án đều đúng","
Ví dụ:
Trích lại điều luật: Điều 5 Luật Hôn nhân và gia đình: text: Bảo vệ chế độ hôn nhân và gia đình
1. Quan hệ hôn nhân và gia đình được xác lập, thực hiện theo quy định của Luật này được tôn trọng và được pháp luật bảo vệ.

Suy luận: Điều luật này đề cập đến việc bảo vệ quan hệ hôn nhân và gia đình khỏi bị tổn hại bởi các hành vi cụ thể.

Kết luận: Câu trả lời A (Cưỡng ép ly hôn, lừa dối ly hôn, cản trở ly hôn) phù hợp với điều luật được cung cấp. "
TN-36,D,"Luật Phòng, chống ma túy",35,Cơ sở cai nghiện ma túy công lập phải bố trí các khu gì?,"
Ví dụ:
Trích lại điều luật: Điều 35 Luật Phòng, chống ma túy: 2. Cơ sở cai nghiện ma túy công lập phải bố trí các khu sau đây:

Suy luận: Dựa trên điều luật này, chúng ta biết rằng cơ sở cai nghiện ma túy công lập cần có ba loại khu vực: khu lưu trú tạm thời, khu cai nghiện ma túy bắt buộc và khu cai nghiện ma túy tự nguyện.

Kết luận: Có, dựa trên thông tin được cung cấp bởi người dùng, đúng là cơ sở cai nghiện ma túy công lập phải bố trí các khu như vậy. "
TN-37,C,Luật Cư trú,20,"Trường hợp nào sau đây không được đăng ký thường trú tại cơ sở tín ngưỡng, cơ sở tôn giáo có công trình phụ trợ là nhà ở?","
Ví dụ:
Trích lại điều luật: Điều 20 Luật Cư trú: a) Được chủ sở hữu chỗ ở hợp pháp đồng ý cho đăng ký thường trú tại địa điểm thuê, mượn, ở nhờ và được chủ hộ đồng ý nếu đăng ký thường trú vào cùng hộ gia đình đó;

Suy luận: Một cá nhân phải được chủ sở hữu chỗ ở hợp pháp đồng ý cho đăng ký thường trú tại địa điểm thuê, mượn, ở nhờ và cũng cần được chủ hộ đồng ý nếu đăng ký thường trú vào cùng hộ gia đình đó.

Kết luận: Cá nhân không thể đăng ký thường trú tại cơ sở tín ngưỡng, cơ sở tôn giáo có công trình phụ trợ là nhà ở mà không có sự đồng ý từ cả chủ sở hữu chỗ ở hợp pháp lẫn chủ hộ. "
TN-38,C,Luật Giáo dục,36,Mục tiêu của giáo dục nghề nghiệp là gì?,"
Ví dụ:
Trích lại điều luật: Điều 36 Luật Giáo dục: text: Mục tiêu của giáo dục nghề nghiệp

Đưa ra suy luận của bạn: Mục tiêu của giáo dục nghề nghiệp là đào tạo nhân lực trực tiếp cho sản xuất, kinh doanh và dịch vụ, có năng lực hành nghề tương ứng với trình độ đào tạo; có đạo đức, sức khỏe; có trách nhiệm nghề nghiệp; có khả năng sáng tạo, thích ứng với môi trường hội nhập quốc tế; bảo đảm nâng cao năng suất, chất lượng lao động; tạo điều kiện cho người học sau khi hoàn thành khóa học có khả năng tìm việc làm, tự tạo việc làm hoặc học trình độ cao hơn.
kết luận: Mục tiêu của giáo dục nghề nghiệp là đào tạo nhân lực trực tiếp cho sản xuất, kinh doanh và dịch vụ, có năng lực hành nghề tương ứng với trình độ đào tạo; có đạo đức, sức khỏe;"
TN-39,C,Luật Giáo dục,42,"Nhiệm vụ của giáo dục thường xuyên là gì? A: Thực hiện xóa mù chữ cho người trong độ tuổi theo quy định của pháp luật, B:Tạo cơ hội cho người có nhu cầu học tập nâng cao trình độ học vấn; C: Cả A, B đều đúng; D: Cả A, B đều sai","
Câu trả lời: Trích lại điều luật: Điều 42 Luật Giáo dục: text: Nhiệm vụ của giáo dục thường xuyên

Đưa ra suy luận của bạn: Dựa vào nội dung của điều luật, chúng ta thấy rằng nhiệm vụ của giáo dục thường xuyên bao gồm hai khía cạnh chính: (A) Thực hiện xóa mù chữ cho người trong độ tuổi theo quy định của pháp luật và (B) Tạo cơ hội cho người có nhu cầu học tập nâng cao trình độ học vấn.

kết luận: Câu trả lời đúng là C: Cả A, B đều đúng. "
TN-40,C,"Luật Phòng, chống ma túy",28,Các biện pháp cai nghiện ma túy là những biện pháp nào sau đây?,"
Ví dụ:
Trích lại điều luật: Điều 28 Luật Phòng, chống ma túy: text: Các biện pháp cai nghiện ma túy

Suy luận: Các biện pháp cai nghiện ma túy bao gồm cai nghiện ma túy tự nguyện và cai nghiện ma túy bắt buộc.
Kết luận: Câu nói đúng. "
TL-1,10 ngày,Luật Trọng tài thương mại,32,"Trong trường hợp các bên không có thỏa thuận khác hoặc quy tắc tố tụng của trung tâm trọng tài không có quy định khác, Trung tâm trọng tài phải gửi cho bị đơn bản sao đơn khởi kiện của nguyên đơn và những tài liệu theo quy định trong thời hạn bao lâu kể từ ngày nhận được đơn khởi kiện?","
Câu trả lời: Trích dẫn Điều 32 Luật Trọng tài thương mại: ""Trong trường hợp các bên không có thoả thuận khác hoặc quy tắc tố tụng của Trung tâm trọng tài không có quy định khác, trong thời hạn mười ngày, kể từ ngày nhận được đơn khởi kiện, các tài liệu kèm theo và chứng từ nộp tạm ứng phí trọng tài, Trung tâm trọng tài phải gửi cho bị đơn bản sao đơn khởi kiện của nguyên đơn và những tài liệu theo quy định tại khoản 3 Điều 30 của Luật này."" Suy luận: Dựa trên điều luật đã nêu, Trung tâm trọng tài phải gửi cho bị đơn bản sao đơn khởi kiện của nguyên đơn và những tài liệu liên quan trong vòng 10 ngày kể từ ngày nhận được đơn khởi kiện, các tài liệu kèm theo và chứng từ nộp tạm ứng phí trọng tài. Kết luận: Đúng vậy, dựa trên Điều 32 Luật Trọng tài thương mại, Trung tâm trọng tài phải gửi cho bị"
TL-2,3 cm x 4 cm,Luật Du lịch,63,Hồ sơ đề nghị cấp lại thẻ hướng dẫn viên du lịch bao gồm ảnh chân dung màu cỡ bao nhiêu?,"
Ví dụ:
Trích lại điều luật: Điều 63 Luật Du lịch: text: Cấp lại thẻ hướng dẫn viên du lịch
1. Thẻ hướng dẫn viên du lịch được cấp lại trong trường hợp bị mất, bị hư hỏng hoặc thay đổi thông tin trên thẻ. Thời hạn của thẻ hướng dẫn viên du lịch được cấp lại bằng thời hạn còn lại của thẻ đã được cấp.

Đưa ra suy luận của bạn: Dựa vào điều luật trên, chúng ta biết rằng việc cấp lại thẻ hướng dẫn viên du lịch là cần thiết nếu thẻ bị mất hoặc bị hư hỏng. Chúng ta cũng biết rằng thời hạn của thẻ mới sẽ giống với thời hạn còn lại của thẻ cũ. Tuy nhiên, điều luật không đề cập cụ thể đến kích thước của ảnh chân dung.

kết luận: Ảnh chân dung màu cỡ 3cm x 4cm không được đề cập trực tiếp trong điều luật được cung cấp. Do đó, dựa trên thông tin"
TL-3,1 năm,"Luật Phòng, chống ma túy",23,"Thời hạn quản lý người sử dụng trái phép chất ma túy là bao lâu kể từ ngày Chủ tịch Ủy ban nhân dân cấp xã, phường ra quyết định quản lý?","
Ví dụ:
Trích lại điều luật: Điều 23 Luật Phòng, chống ma túy: 4. Trong thời hạn 03 ngày làm việc kể từ ngày nhận được kết quả xét nghiệm dương tính của người cư trú tại địa phương, Chủ tịch Ủy ban nhân dân cấp xã có trách nhiệm ra quyết định và tổ chức quản lý người sử dụng trái phép chất ma túy cư trú tại địa phương.

Suy luận: Theo Điều 23 Luật Phòng, chống ma túy, thời hạn quản lý người sử dụng trái phép chất ma túy là 03 ngày làm việc kể từ khi Chủ tịch Ủy ban nhân dân cấp xã ra quyết định quản lý.

Kết luận: Thời hạn quản lý người sử dụng trái phép chất ma túy là 03 ngày làm việc kể từ ngày Chủ tịch Ủy ban nhân dân cấp xã ra quyết định quản lý. "
TL-4,"Tổ chức, điều phối hoạt động giải quyết tranh chấp bằng Trọng tài quy chế và hỗ trợ Trọng tài viên về các mặt hành chính, văn phòng và các trợ giúp khác trong quá trình tố tụng trọng tài.",Luật Trọng tài thương mại,23,Chức năng của Trung tâm trọng tài là gì?,"
Ví dụ:
Trích lại điều luật: Điều 23 Luật Trọng tài thương mại: text: Chức năng của Trung tâm trọng tài
Chức năng của Trung tâm trọng tài là tổ chức, điều phối hoạt động giải quyết tranh chấp bằng Trọng tài quy chế và hỗ trợ Trọng tài viên về các mặt hành chính, văn phòng và các trợ giúp khác trong quá trình tố tụng trọng tài.
Suy luận: Theo điều luật đã trích dẫn, Trung tâm trọng tài chịu trách nhiệm quản lý việc giải quyết tranh chấp thông qua Trọng tài quy chế và cung cấp sự hỗ trợ cần thiết cho Trọng tài viên trong suốt quá trình tố tụng.
Kết luận: Dựa trên điều luật đã trích dẫn, chức năng của Trung tâm trọng tài bao gồm tổ chức và điều phối hoạt động giải quyết tranh chấp bằng Trọng tài quy chế cũng như hỗ trợ Trọng tài viên về các vấn đề hành chính và văn phòng. "
TL-5,"Công dân chỉ cần xuất trình thẻ CMND/CCCD, cơ quan có thẩm quyền sẽ tra cứu được các thông tin cư trú trong hệ thống cơ sở dữ liệu quốc gia.",Luật Cư trú,37,Sau khi sổ hộ khẩu hết hiệu lực (hết ngày 31/12/2022) thì chứng minh nơi thường trú bằng cách nào?,"
Ví dụ:
Trích lại điều luật: Điều 38 Luật Cư trú: text: Thời hiệu thừa kế

Suy luận: Theo Điều 38 Luật Cư trú, nếu người thừa kế đang quản lý di sản thì họ có thể sử dụng di sản làm bằng chứng về nơi thường trú.
Kết luận: Nếu người thừa kế đang quản lý di sản, họ có thể sử dụng nó làm bằng chứng về nơi thường trú. "
TL-6,đăng ký kết hôn,Luật Hôn nhân và gia đình,9,Vợ chồng đã ly hôn muốn xác lập lại quan hệ vợ chồng thì cần làm thủ tục gì?,"
Ví dụ:
Trích lại điều luật: Điều 9 Luật Hôn nhân và gia đình
Đưa ra suy luận của bạn: Theo Điều 9 Luật Hôn nhân và Gia đình, việc kết hôn phải được đăng ký và do cơ quan nhà nước có thẩm quyền thực hiện theo quy định của Luật này và pháp luật về hộ tịch.
kết luận: Để xác lập lại quan hệ vợ chồng sau khi ly hôn, vợ chồng cần tiến hành đăng ký kết hôn. "
