example_id,label,id,article_id,statement
q-272,03 ngày,45/2019/QH14,33,"Trong quá trình thực hiện hợp đồng lao động, nếu bên nào có yêu cầu sửa đổi, bổ sung nội dung hợp đồng lao động thì phải báo cho bên kia biết trước ít nhất bao nhiêu ngày làm việc về nội dung cần sửa đổi, bổ sung?"
q-273,12 tháng tuổi,45/2019/QH14,37,Người lao động đang nghỉ thai sản hoặc nuôi con dưới bao nhiêu tháng tuổi không được thực hiện quyền đơn phương chấm dứt hợp đồng lao động?
q-274,thông báo bằng văn bản và phải được bên kia đồng ý,45/2019/QH14,38,Mỗi bên đều có quyền hủy bỏ việc đơn phương chấm dứt hợp đồng lao động trước khi hết thời hạn báo trước nhưng phải làm gì?
q-275,không,45/2019/QH14,40,Người lao động khi đơn phương chấm dứt hợp đồng lao động trái pháp luật có được trợ cấp thôi việc không?
q-276,12 tháng,45/2019/QH14,53,Thời hạn cho thuê lại lao động đối với người lao động tối đa là bao nhiêu tháng?
q-277,02 bản,45/2019/QH14,55,Doanh nghiệp cho thuê lại lao động và bên thuê lại lao động phải ký kết hợp đồng cho thuê lại lao động bằng văn bản và được làm thành bao nhiêu bản?
q-278,14 tuổi,45/2019/QH14,61,"Người học nghề, người tập nghề phải đủ bao nhiêu tuổi trở lên?"
q-279,10 ngày,45/2019/QH14,77,"Trong thời hạn bao nhiêu ngày kể từ ngày thỏa ước lao động tập thể được ký kết, người sử dụng lao động tham gia thỏa ước phải gửi 01 bản thỏa ước lao động tập thể đến cơ quan chuyên môn về lao động thuộc Ủy ban nhân dân cấp tỉnh nơi đặt trụ sở chính?"
q-280,Tòa án nhân dân,45/2019/QH14,87,Đơn vị nào có quyền tuyên bố thỏa ước lao động tập thể vô hiệu?
q-281,quy định của pháp luật và các thỏa thuận hợp pháp trong hợp đồng lao động,45/2019/QH14,88,"Khi thỏa ước lao động tập thể bị tuyên bố vô hiệu thì quyền, nghĩa vụ và lợi ích của các bên ghi trong thỏa ước lao động tập thể tương ứng với toàn bộ hoặc phần bị tuyên bố vô hiệu được giải quyết dựa vào đâu?"
q-282,phía người sử dụng lao động,45/2019/QH14,89,"Mọi chi phí cho việc thương lượng, ký kết, sửa đổi, bổ sung, gửi và công bố thỏa ước lao động tập thể do phía nào chi trả?"
q-283,không thấp hơn,45/2019/QH14,99,Điền vào ...: Trường hợp ngừng việc từ 14 ngày làm việc trở xuống thì tiền lương ngừng việc được thỏa thuận ... mức lương tối thiểu?
q-284,50.000.000 đồng,01/VBHN-VPQH,343,Chiếm dụng xây dựng nhà trái phép có thể bị phạt tiền đến bao nhiêu?
q-285,30.000.000 đồng,01/VBHN-VPQH,183,"Tổ chức lấy vợ, lấy chồng cho người chưa đến tuổi kết hôn có thể bị phạt tiền đến bao nhiêu?"
q-286,100.000.000 đồng đến dưới 500.000.000 đồng,01/VBHN-VPQH,180,Vô ý gây thiệt hại cho tài sản người khác trị giá từ bao nhiêu đến bao nhiêu thì bị phạt cảnh cáo hoặc phạt cải tạo không giam giữ đến 02 năm?
q-287,500.000.000 đồng,01/VBHN-VPQH,180,Vô ý gây thiệt hại cho tài sản người khác trị giá từ bao nhiêu trở lên thì bị phạt cải tạo không giam giữ từ 02 năm đến 03 năm hoặc phạt tù từ 03 tháng đến 02 năm.
q-288,03 năm,01/VBHN-VPQH,140,Gây rối loạn tâm thần và hành vi của nạn nhân mà tỷ lệ tổn thương cơ thể 31% trở lên thì bị phạt tù đến bao nhiêu năm?
q-289,07 năm,01/VBHN-VPQH,115,Phá hoại việc thực hiện các chính sách kinh tế - xã hội nhằm chống chính quyền nhân dân thì bị phạt tù tối thiểu bao nhiêu năm?
q-290,02 năm,01/VBHN-VPQH,176,Cố tình không trả lại tài sản cho chủ sở hữ hợp pháp với giá trị từ 10.000.000 đồng đến dưới 200.000.000 đồng thì bị phạt cải tạo không giam giữ đến bao lâu?
q-291,"bị kết án do lỗi vô ý về tội phạm ít nghiêm trọng, tội phạm nghiêm trọng",01/VBHN-VPQH,69,Người bị kết án gì thì không bị coi là có án tích?
q-292,50.000.000 đồng,01/VBHN-VPQH,77,Mức tiền phạt đối với pháp nhân thương mại phạm tội không được thấp hơn bao nhiêu?
q-293,xét thấy nếu để pháp nhân thương mại bị kết án huy động vốn thì có nguy cơ tiếp tục phạm tội,01/VBHN-VPQH,81,Cấm huy động vốn được áp dụng khi nào?
q-294,từ 01 năm đến 03 năm,01/VBHN-VPQH,81,Thời hạn cấm huy động vốn là bao lâu?
q-295,từ 01 năm đến 02 năm,01/VBHN-VPQH,96,Tòa án có thể áp dụng biện pháp giáo dục tại trường giáo dưỡng từ bao nhiêu đến bao nhiêu năm đối với người dưới 18 tuổi phạm tội?
q-296,một phần hai,01/VBHN-VPQH,99,Mức tiền phạt đối với người từ đủ 16 tuổi đến dưới 18 tuổi phạm tội không quá bao nhiêu phần của mức tiền phạt mà điều luật quy định?
q-297,rất nghiêm trọng,01/VBHN-VPQH,100,Hình phạt cải tạo không giam giữ được áp dụng đối với người từ đủ 14 tuổi đến dưới 16 tuổi phạm tội mức độ nào?
q-298,từ 06 tháng đến 03 năm,01/VBHN-VPQH,125,"Người giết người trong trạng thái tinh thần bị kích động mạnh do hành vi trái pháp luật nghiêm trọng của nạn nhân đối với người đó, thì bị phạt tù từ bao lâu đến bao lâu?"
q-299,03 năm,01/VBHN-VPQH,128,"Người vô ý làm chết người, thì bị phạt cải tạo không giam giữ đến bao lâu?"
q-300,từ 03 năm đến 10 năm,01/VBHN-VPQH,128,"Người phạm tội vô ý làm chết 02 người trở lên, thì bị phạt tù từ bao nhiêu đến bao nhiêu năm?"
q-301,02 người trở lên,01/VBHN-VPQH,130,Người phạm tội bức tử đối với mấy người trở lên thì bị phạt tù từ 05 năm đến 12 năm?
q-302,03 năm,01/VBHN-VPQH,152,"Đánh tráo người dưới 01 tuổi mà mình có trách nhiệm chăm sóc, nuôi dưỡng thì bị phạt tù tối thiểu bao nhiêu năm?"
q-303,01 năm,01/VBHN-VPQH,176,Tội chiếm giữ bảo vật quốc gia thì bị phạt tù tối thiểu bao nhiêu năm?
q-304,dưới 500.000.000 đồng,01/VBHN-VPQH,180,Tội vô ý gây thiệt hại tài sản của người khác trị giá đến dưới bao nhiêu thì bị phạt cảnh cáo?
q-305,01 năm,01/VBHN-VPQH,184,Người phạm tội loạn luân thì bị phạt tù từ bao nhiêu năm?
q-306,01 năm,01/VBHN-VPQH,187,"Người phạm tội mang thai hộ vì mục đích thương mại mà tái phạm nguy hiểm, thì bị phạt tù từ bao nhiêu năm?"
q-307,03 năm,01/VBHN-VPQH,197,"Người quảng cáo gian dối về hàng hóa, đã bị kết án về tội này, chưa được xóa án tích mà còn vi phạm, thì có thể bị phạt cải tạo không giam giữ đến bao lâu?"
q-308,100.000.000 đồng trở lên,01/VBHN-VPQH,201,"Theo Bộ luật Hình sự 2017, người phạm tội cho vay lãi nặng trong giao dịch dân sự mà thu lợi bất chính bao nhiêu tiền trở lên thì có thể bị phạt tù từ 06 tháng đến 03 năm?"
q-309,300.000.000 đồng trở lên,01/VBHN-VPQH,231,"Người gây thiệt hại hoặc thất thoát tiền, hàng cứu trợ có giá trị bao nhiêu trở lên thì bị phạt tiền từ 200.000.000 đồng đến 1.000.000.000 đồng hoặc phạt tù từ 01 năm đến 05 năm?"
q-310,10 năm,01/VBHN-VPQH,409,"Không chấp hành nghiêm chỉnh chế độ trực ban, trực chiến, trực chỉ huy gây hậu quả nghiêm trọng có thể bị phạt tù tối đa bao nhiêu năm?"
q-311,05 năm,01/VBHN-VPQH,425,"Làm lính đánh thuê nhằm chống một quốc gia hoặc một vùng lãnh thổ độc lập, có chủ quyền, thì bị phạt tù tối thiểu bao nhiêu năm?"
q-312,phạt tù từ 01 năm đến 05 năm,01/VBHN-VPQH,407,Chỉ huy hoặc sĩ quan làm mất tài liệu bí mật công tác quân sự thì bị hình phạt nào?
q-313,phạt tù từ 01 năm đến 05 năm,01/VBHN-VPQH,407,Làm mất tài liệu bí mật công tác quân sự trong khu vực có chiến sự thì bị hình phạt nào?
q-314,05 năm,01/VBHN-VPQH,407,Làm mất tài liệu bí mật công tác quân sự trong khu vực có chiến sự thì bị phạt tù tối đa bao nhiêu năm?
q-315,phạt tù từ 02 năm đến 07 năm,01/VBHN-VPQH,408,"Trong tình trạng khẩn cấp, cố ý báo cáo sai trong hoạt động quân sự gây hậu quả nghiêm trọng thì bị phạt như thế nào?"
q-316,phạt tù từ 02 năm đến 07 năm,01/VBHN-VPQH,408,"Trong khu vực có chiến sự, nếu cố ý báo cáo sai trong hoạt động quân sự gây hậu quả nghiêm trọng thì bị phạt như thế nào?"
q-317,02 năm,01/VBHN-VPQH,408,Cố ý báo cáo sai trong hoạt động quân sự gây hậu quả nghiêm trọng trong trường hợp chiến đấu thì bị phạt tù tối thiểu bao nhiêu năm?
q-318,07 năm,01/VBHN-VPQH,408,Cố ý báo cáo sai trong hoạt động quân sự gây hậu quả nghiêm trọng trong trường hợp chiến đấu thì bị phạt tù tối đa bao nhiêu năm?
q-319,3.000 cây trở lên,01/VBHN-VPQH,247,"Trồng cây thuốc phiện, cây côca, cây cần sa hoặc các loại cây khác có chứa chất ma túy do Chính phủ quy định với số lượng bao nhiêu thì có thể bị phạt tù đến 07 năm?"
q-320,từ 500 cây đến dưới 3.000 cây,01/VBHN-VPQH,247,"Trồng cây thuốc phiện, cây côca, cây cần sa hoặc các loại cây khác có chứa chất ma túy do Chính phủ quy định với số lượng bao nhiêu thì có thể bị phạt tù tối đa 03 năm?"
q-321,phạt tiền từ 2.000.000.000 đồng đến 5.000.000.000 đồng hoặc phạt tù từ 02 năm đến 07 năm,01/VBHN-VPQH,212,"Người đã từng làm giả tài liệu trong hồ sơ chào bán, niêm yết chứng khoán thu lợi bất chính, nếu tái phạm nguy hiểm thì bị phạt như thế nào?"
q-322,2.000.000.000 đồng trở lên,01/VBHN-VPQH,212,"Làm giả tài liệu trong hồ sơ chào bán, niêm yết chứng khoán thu lợi bất chính từ bao nhiêu trở lên thì bị phạt tù từ 02 năm đến 07 năm?"
q-323,03 năm,01/VBHN-VPQH,207,"Người nào làm, tàng trữ, vận chuyển, lưu hành tiền giả, thì bị phạt tù tối thiểu bao nhiêu năm?"
q-324,tử hình,01/VBHN-VPQH,110,"Hành vi hoạt động tình báo, phá hoại hoặc gây cơ sở để hoạt động tình báo, phá hoại chống nước Cộng hòa xã hội chủ nghĩa Việt Nam có hình phạt cao nhất là gì?"
q-325,12 năm,01/VBHN-VPQH,110,"Hành vi hoạt động tình báo, phá hoại hoặc gây cơ sở để hoạt động tình báo, phá hoại chống nước Cộng hòa xã hội chủ nghĩa Việt Nam bị phạt tối thiểu bao nhiêu năm tù?"
q-326,tử hình,01/VBHN-VPQH,110,"Thu thập, cung cấp tin tức, tài liệu khác nhằm mục đích để nước ngoài sử dụng chống nước Cộng hòa xã hội chủ nghĩa Việt Nam bị hình phạt cao nhất là gì?"
q-327,"phạt tù từ 12 năm đến 20 năm, tù chung thân hoặc tử hình",01/VBHN-VPQH,110,"Người gây cơ sở để hoạt động tình báo, phá hoại theo sự chỉ đạo của nước ngoài thì bị phạt như thế nào?"
q-328,"phạt tù từ 12 năm đến 20 năm, tù chung thân hoặc tử hình",01/VBHN-VPQH,110,Người cung cấp hoặc thu thập nhằm cung cấp bí mật nhà nước cho nước ngoài bị phạt như thế nào?
q-329,"đã nhận làm gián điệp, nhưng không thực hiện nhiệm vụ được giao và tự thú, thành khẩn khai báo với cơ quan nhà nước có thẩm quyền",01/VBHN-VPQH,110,"Người đã nhận làm gián điệp, cần điều kiện gì để được miễn trách nhiệm hình sự về tội này?"
q-330,15 năm,01/VBHN-VPQH,256,"Cho thuê, cho mượn địa điểm hoặc có bất kỳ hành vi nào khác chứa chấp việc sử dụng trái phép chất ma túy có thể bị phạt tối đa bao nhiêu năm tù?"
q-331,02 năm,01/VBHN-VPQH,256,"Cho thuê, cho mượn địa điểm hoặc có bất kỳ hành vi nào khác chứa chấp việc sử dụng trái phép chất ma túy có thể bị phạt tối thiểu bao nhiêu năm tù?"
q-332,15 năm,01/VBHN-VPQH,256,"Lợi dụng chức vụ, quyền hạn để cho thuê, cho mượn địa điểm hoặc có bất kỳ hành vi nào khác chứa chấp việc sử dụng trái phép chất ma túy có thể bị phạt tối đa bao nhiêu năm tù?"
q-333,07 năm,01/VBHN-VPQH,256,"Lợi dụng chức vụ, quyền hạn để cho thuê, cho mượn địa điểm hoặc có bất kỳ hành vi nào khác chứa chấp việc sử dụng trái phép chất ma túy có thể bị phạt tối thiểu bao nhiêu năm tù?"
q-334,200.000.000 đồng,01/VBHN-VPQH,256,"Cho thuê, cho mượn địa điểm hoặc có bất kỳ hành vi nào khác chứa chấp việc sử dụng trái phép chất ma túy có thể bị phạt tiền tối đa bao nhiêu?"
q-335,50.000.000 đồng,01/VBHN-VPQH,256,"Cho thuê, cho mượn địa điểm hoặc có bất kỳ hành vi nào khác chứa chấp việc sử dụng trái phép chất ma túy có thể bị phạt tiền tối thiểu bao nhiêu?"
q-336,phạt tù từ 07 năm đến 15 năm,01/VBHN-VPQH,256,"Người nào cho thuê, cho mượn địa điểm hoặc có bất kỳ hành vi nào khác chứa chấp việc sử dụng trái phép chất ma túy, nếu tái phạm nguy hiểm thì bị phạt như thế nào?"
q-337,từ 100.000.000 đồng đến 300.000.000 đồng,01/VBHN-VPQH,283,Điều khiển tàu bay vào hoặc ra khỏi Việt Nam mà vi phạm quy định về hàng không của nước Cộng hòa xã hội chủ nghĩa Việt Nam có thể bị phạt tiền như thế nào?
q-338,300.000.000 đồng,01/VBHN-VPQH,283,Điều khiển tàu bay vào hoặc ra khỏi Việt Nam mà vi phạm quy định về hàng không của nước Cộng hòa xã hội chủ nghĩa Việt Nam có thể bị phạt tiền tối đa bao nhiêu?
q-339,100.000.000 đồng,01/VBHN-VPQH,283,Điều khiển tàu bay vào hoặc ra khỏi Việt Nam mà vi phạm quy định về hàng không của nước Cộng hòa xã hội chủ nghĩa Việt Nam có thể bị phạt tiền tối thiểu bao nhiêu?
q-340,từ 03 tháng đến 03 năm,01/VBHN-VPQH,283,Điều khiển tàu bay vào hoặc ra khỏi Việt Nam mà vi phạm quy định về hàng không của nước Cộng hòa xã hội chủ nghĩa Việt Nam có thể bị phạt tù như thế nào?
q-341,03 năm,01/VBHN-VPQH,283,"Điều khiển tàu bay vào hoặc ra khỏi Việt Nam mà vi phạm quy định về hàng không của nước Cộng hòa xã hội chủ nghĩa Việt Nam, không gây hậu quả nghiêm trọng có thể bị phạt tù tối đa bao nhiêu năm?"
q-342,từ 200.000.000 đồng đến dưới 500.000.000 đồng,01/VBHN-VPQH,293,"Sử dụng trái phép tần số vô tuyến điện dành riêng cho mục đích cấp cứu, an toàn, tìm kiếm, cứu hộ, cứu nạn, quốc phòng, an ninh vào mục đích khác gây thiệt hại bao nhiêu thì bị phạt?"
q-343,500.000.000 đồng trở lên,01/VBHN-VPQH,293,"Sử dụng trái phép tần số vô tuyến điện dành riêng cho mục đích cấp cứu, an toàn, tìm kiếm, cứu hộ, cứu nạn, quốc phòng, an ninh vào mục đích khác gây thiệt hại bao nhiêu thì bị phạt tù lên đến 05 năm?"
q-344,phạt tiền từ 50.000.000 đồng đến 100.000.000 đồng hoặc phạt cải tạo không giam giữ đến 03 năm,01/VBHN-VPQH,293,"Sử dụng trái phép tần số vô tuyến điện dành riêng cho mục đích cấp cứu, an toàn, tìm kiếm, cứu hộ, cứu nạn, quốc phòng, an ninh vào mục đích khác gây thiệt hại từ 200.000.000 đồng đến dưới 500.000.000 đồng thì bị phạt như thế nào?"
q-345,từ 50.000.000 đồng đến 100.000.000 đồng,01/VBHN-VPQH,293,"Sử dụng trái phép tần số vô tuyến điện dành riêng cho mục đích cấp cứu, an toàn, tìm kiếm, cứu hộ, cứu nạn, quốc phòng, an ninh vào mục đích khác, đã bị xử phạt vi phạm hành chính về hành vi này hoặc đã bị kết án về tội này, chưa được xóa án tích mà còn vi phạm thì bị phạt tiền như thế nào?"
q-346,05 năm,01/VBHN-VPQH,293,"Người sử dụng trái phép tần số vô tuyến điện dành riêng cho mục đích cấp cứu, an toàn, tìm kiếm, cứu hộ, cứu nạn, quốc phòng, an ninh vào mục đích khác, nếu tái phạm nguy hiểm thì bị phạt tù tối thiểu bao nhiêu năm?"
q-347,phạt tù từ 05 năm đến 10 năm,01/VBHN-VPQH,300,"Huy động, hỗ trợ tiền, tài sản dưới bất kỳ hình thức nào cho tổ chức, cá nhân khủng bố, thì bị phạt như thế nào?"
q-348,10 năm,01/VBHN-VPQH,300,"Người nào huy động, hỗ trợ tiền, tài sản dưới bất kỳ hình thức nào cho tổ chức, cá nhân khủng bố, thì bị phạt tù tối đa bao nhiêu năm?"
q-349,05 năm,01/VBHN-VPQH,300,"Người nào huy động, hỗ trợ tiền, tài sản dưới bất kỳ hình thức nào cho tổ chức, cá nhân khủng bố, thì bị phạt tù tối thiểu bao nhiêu năm?"
q-350,01 năm,01/VBHN-VPQH,300,"Người nào chuẩn bị phạm tội huy động, hỗ trợ tiền, tài sản dưới bất kỳ hình thức nào cho tổ chức, cá nhân khủng bố, thì bị phạt tù tối thiểu bao nhiêu năm?"
q-351,10 năm,01/VBHN-VPQH,300,"Người nào chuẩn bị phạm tội huy động, hỗ trợ tiền, tài sản dưới bất kỳ hình thức nào cho tổ chức, cá nhân khủng bố, thì bị phạt tù tối đa bao nhiêu năm?"
q-352,"phạt tiền từ 10.000.000 đồng đến 100.000.000 đồng, phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 06 tháng đến 03 năm",01/VBHN-VPQH,320,"Dùng bói toán, đồng bóng hoặc các hình thức mê tín, dị đoan khác đã bị xử phạt vi phạm hành chính về hành vi này hoặc đã bị kết án về tội này, chưa được xóa án tích mà còn vi phạm, thì bị phạt như thế nào?"
q-353,100.000.000 đồng,01/VBHN-VPQH,320,"Dùng bói toán, đồng bóng hoặc các hình thức mê tín, dị đoan khác đã bị xử phạt vi phạm hành chính về hành vi này hoặc đã bị kết án về tội này, chưa được xóa án tích mà còn vi phạm, thì bị phạt tiền tối đa bao nhiêu?"
q-354,phạt tù từ 03 năm đến 10 năm,01/VBHN-VPQH,320,"Dùng bói toán, đồng bóng hoặc các hình thức mê tín, dị đoan khác đã bị xử phạt vi phạm hành chính về hành vi này hoặc đã bị kết án về tội này, chưa được xóa án tích mà còn vi phạm và làm chết người thì bị phạt như thế nào?"
q-355,200.000.000 đồng trở lên,01/VBHN-VPQH,320,"Dùng bói toán, đồng bóng hoặc các hình thức mê tín, dị đoan khác đã bị xử phạt vi phạm hành chính về hành vi này hoặc đã bị kết án về tội này, chưa được xóa án tích, thu lợi bất chính bao nhiêu thì bị phạt tù từ 03 năm đến 10 năm?"
q-356,"phạt tiền từ 20.000.000 đồng đến 100.000.000 đồng, phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 06 tháng đến 03 năm",01/VBHN-VPQH,321,"Người nào đánh bạc trái phép dưới bất kỳ hình thức nào được thua bằng tiền hay hiện vật trị giá từ 5.000.000 đồng đến dưới 50.000.000 đồng hoặc dưới 5.000.000 đồng nhưng đã bị xử phạt vi phạm hành chính về hành vi này hoặc hành vi quy định tại Điều 322 của Bộ luật này hoặc đã bị kết án về tội này hoặc tội quy định tại Điều 322 của Bộ luật này, chưa được xóa án tích mà còn vi phạm, thì bị phạt như thế nào?"
q-357,phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 06 tháng đến 03 năm,01/VBHN-VPQH,363,"Cán bộ, công chức, viên chức mà cố ý từ bỏ nhiệm vụ công tác gây hậu quả nghiêm trọng, thì bị phạt như thế nào?"
q-358,phạt tù từ 02 năm đến 07 năm,01/VBHN-VPQH,363,"Cán bộ, công chức, viên chức mà cố ý từ bỏ nhiệm vụ công tác gây hậu quả rất nghiêm trọng hoặc đặc biệt nghiêm trọng thì bị phạt như thế nào?"
q-359,phạt tù từ 02 năm đến 07 năm,01/VBHN-VPQH,363,"Cán bộ, công chức, viên chức mà cố ý từ bỏ nhiệm vụ công tác và lôi kéo người khác đào nhiệm thì bị phạt như thế nào?"
q-360,07 năm,01/VBHN-VPQH,363,"Cán bộ, công chức, viên chức mà cố ý từ bỏ nhiệm vụ công tác trong hoàn cảnh chiến tranh, thiên tai, dịch bệnh hoặc trong trường hợp khó khăn đặc biệt khác của xã hội thì bị phạt tù tối đa bao nhiêu năm?"
q-361,"người phạm tội xâm phạm an ninh quốc gia, người tái phạm nguy hiểm hoặc trong những trường hợp khác do Bộ luật này quy định",01/VBHN-VPQH,43,Quản chế được áp dụng đối với ai?
q-362,01 năm đến 05 năm,01/VBHN-VPQH,43,Thời hạn quản chế là từ bao nhiêu đến bao nhiêu năm?
q-363,"hình phạt tù không thời hạn được áp dụng đối với người phạm tội đặc biệt nghiêm trọng, nhưng chưa đến mức bị xử phạt tử hình.",01/VBHN-VPQH,39,Tù chung thân là gì?
q-364,chính quyền nhân dân,24/2018/QH14,16,"Một người vi phạm luật an ninh mạng khi truyên truyên, xuyên tạc về đối tượng nào?"
q-365,"Kêu gọi, vận động, xúi giục, đe dọa, gây chia rẽ, tiến hành hoạt động vũ trang hoặc dùng bạo lực",24/2018/QH14,16,Hành động nào gây nhằm mục đích chống chính quyền nhân dân vi phạm luật an ninh mạng?
q-366,"Thông tin bịa đặt, sai sự thật",24/2018/QH14,16,Những thông tin nào về lĩnh vực ngân hàng xâm phạm trật tự quản lý kinh tế?
q-367,phối hợp với cơ quan chức năng,24/2018/QH14,16,Những doanh kiệp cung câp dịch vụ trên mạng viễn thông cần phải làm gì để xử lý các thông tin vi phạm luật an ninh mạng?
q-368,"nghe, ghi âm, ghi hình trái phép",24/2018/QH14,17,Những hành động nào đối với các cuộc đàm thoại sẽ vi phạm luật an ninh mạng?
q-369,"trên máy tính, thiết bị khác hoặc trao đổi trên không gian mạng",24/2018/QH14,17,Những tài liệu bí mật của nhà nước thường được lưu trữ ở đâu?
q-370,"thiết bị, sản phẩm, dịch vụ thông tin liên lạc, thiết bị kỹ thuật số, thiết bị điện tử",24/2018/QH14,17,"Trước khi đưa vào sử dụng trong hệ thống thông tin quan trọng về an ninh quốc gia, nhữn sản phẩm nào có thể phải được kiểm tra?"
q-371,Ban Cơ yếu Chính phủ,24/2018/QH14,17,Bộ phận nào có nhiệm vụ thực hiện các quy định của pháp luật trong việc sử dụng mật mã để bảo vệ thông tin thuộc bí mật nhà nước?
q-372,trộm cắp cước,24/2018/QH14,18,Hành động nào là phạm pháp đối với mạng viện thông quốc tế?
q-373,"làm giả, lưu hành, trộm cắp, mua bán, thu thập, trao đổi trái phép thông tin",24/2018/QH14,18,"Những hành động nào vi phạm luật an ninh mạng đối với thẻ tín dụng, tài khoản ngân hàng của người khác khi sử dụng mạng internet?"
q-374,"phòng, chống hành vi sử dụng không gian mạng, công nghệ thông tin, phương tiện điện tử để vi phạm pháp luật",24/2018/QH14,18,Trách nhiệm của lực lượng chuyên trách bảo vệ an ninh mạng là gì?
q-375,"mạng viễn thông, mạng Internet, mạng máy tính, hệ thống thông tin, hệ thống xử lý và điều khiển thông tin, cơ sở dữ liệu, phương tiện điện tử",24/2018/QH14,19,Việc phát tán chương trình gây hại cho những thiết bị nào là vi phạm luật an ninh mạng?
q-376,"Sản xuất, mua bán, trao đổi, tặng cho",24/2018/QH14,19,"Những hành động nào là vi phạm luật an ninh mạng đối với thiết bị, phần mềm có tính năng tân công mạng internet?"
q-377,lực lượng chuyên trách bảo vệ an ninh mạng,24/2018/QH14,19,Khi xảy ra tấn công mạng thì bộ phận nào sẽ đứng ra chủ trì giải quyết vấn đề?
q-378,"chặn lọc thông tin để ngăn chặn, loại trừ hành vi tấn công mạng và cung cấp đầy đủ, kịp thời thông tin, tài liệu liên quan.",24/2018/QH14,19,Doanh nghiệp cung cấp dịch vụ mạng có thể hỗ trợ những gì cho lực lượng chuyên trách bảo vệ an ninh mạng khi có sự cố xảy ra?
q-379,"thường xuyên rà soát, kiểm tra hệ thống thông tin thuộc phạm vi quản lý",24/2018/QH14,20,Chủ quản hệ thống thông tin phải làm gì để giảm thiểu nguy cơ khủng bố mạng?
q-380,báo cho lực lượng bảo vệ an ninh mạng,24/2018/QH14,20,Khi xảy ra dấu hiệu của khủng bố mạng thì ta phải làm gì đầu tiên?
q-381,Xuất hiện thông tin kích động,24/2018/QH14,21,Tình huống nào trên mạng internet có nguy cơ xảy ra bạo loạn ?
q-382,"quy mô lớn, cường độ cao",24/2018/QH14,21,Tấn công với mức độ như thế nào thì sẽ xảy ra tình huống nguy hiểm về an ninh mạng?
q-383,Ngừng cung cấp thông tin mạng tại khu vực cụ thể hoặc ngắt cổng kết nối,24/2018/QH14,21,Khi xảy ra tấn công mạng thì nên xử lý như thế nào đối với mạng quốc tế?
q-384,"hủ tướng Chính phủ xem xét, quyết định hoặc ủy quyền cho Bộ trưởng Bộ Công an",24/2018/QH14,21,Bộ phận nào sẽ xem xét để xử lý khi có nguy hiểm về ăn ninh mạng do một cá nhân thực hiện?
q-385,"Thủ tướng Chính phủ xem xét, quyết định hoặc ủy quyền cho Bộ trưởng Bộ Quốc phòng",24/2018/QH14,21,Bộ phận nào sẽ xem xét để xử lý khi có nguy hiểm về ăn ninh mạng đối với hệ thống thông tin quân sự?
q-386,"Phòng, chống tấn công và bảo vệ",24/2018/QH14,22,lực lượng chuyên trách bảo vệ an ninh mạng cần phải làm gì để đảm bảo hoạt động ổn định của hệ thống thông tin quan trọng?
q-387,Làm tê liệt hoặc hạn chế hoạt động sử dụng không gian mạng,24/2018/QH14,22,lực lượng chuyên trách bảo vệ an ninh mạng cần phải làm gì khi xảy ra tấn công mạng có ảnh hưởng đến xã hội?
q-388,phương án bảo đảm an ninh mạng,24/2018/QH14,23,"Để đảm bảo an ninh mạng, cần phải có vấn đề gì đối với hệ thống thông tin ?"
q-389,"Ứng dụng, triển khai phương án, biện pháp, công nghệ bảo vệ an ninh mạng",24/2018/QH14,23,"Cần phải làm gì đối với những thông tin, tài liệu được lưu trữ và soạn thảo?"
q-390,Tổ chức bồi dưỡng kiến thức về an ninh mạng,24/2018/QH14,23,Làm thế nào để nâng cao năng lực bảo vệ an ninh mạng cho người lao động?
q-391,"Đầu tư, xây dựng hạ tầng cơ sở vật chất",24/2018/QH14,23,"Để phù hợp với điều kiện bảo đảm triển khai hoạt động bảo vệ an ninh mạng, theo luật an ninh mạng thì chúng ta phải làm gì?"
q-392,Khi có đề nghị của chủ quản hệ thống thông tin,24/2018/QH14,24,Ngoài việc có hành vi vi phạm pháp luật thì trường hợp nào cần phải được kiểm tra an ninh mạng?
q-393,thông báo cho lực lượng chuyên trách bảo vệ an ninh mạng,24/2018/QH14,24,trách nhiệm của chủ quản hệ thống là gì khi phát hiện hành vi vi phạm pháp luật?
q-394,30 ngày,24/2018/QH14,24,Thời hạn là bao lâu đối với việc thông báo kết quả kiểm tra trong trường hợp phát hiện lỗ hổng bảo mật?
q-395,yêu cầu phát triển kinh tế - xã hội,24/2018/QH14,25,bảo vệ an ninh mạng cần phải kết hợp chặt chẽ với điều gì?
q-396,Xác thực thông tin,24/2018/QH14,26,Doanh nghiệp cần làm gì khi có người dùng đăng ký tài khoản số?
q-397,24 giờ,24/2018/QH14,26,"Trong khoảng thời gian bao lâu thì cần phải ngăn chặn việc chia sẻ, xóa bỏ thông tin  thông tin kể từ lúc có yêu cầu của lực lượng chuyên trách."
q-398,Không cung cấp hoặc ngừng cung cấp dịch vụ,24/2018/QH14,26,"Khi có yêu cầu của lực lượng chuyên trách, cần phải làm gì đối với các tổ chức hoặc cá nhân vi phạm?"
